"layer_id","eov_id","short_name"
624,1,"Phytoplankton"
79,2,"Zooplankton"
54,2,"Zooplankton"
459,1,"Phytoplankton"
459,2,"Zooplankton"
459,3,"Fish"
459,12,"Invertebrates"
634,1,"Phytoplankton"
634,2,"Zooplankton"
634,3,"Fish"
634,4,"Turtles"
634,5,"Birds"
634,6,"Mammals"
634,7,"Hard coral"
634,8,"Seagrass"
634,9,"Macroalgae"
634,10,"Mangrove"
634,11,"Microbes"
634,12,"Invertebrates"
292,4,"Turtles"
292,6,"Mammals"
169,3,"Fish"
169,4,"Turtles"
169,5,"Birds"
169,6,"Mammals"
17,3,"Fish"
17,4,"Turtles"
17,6,"Mammals"
17,7,"Hard coral"
17,8,"Seagrass"
17,12,"Invertebrates"
556,1,"Phytoplankton"
556,2,"Zooplankton"
556,3,"Fish"
556,5,"Birds"
556,6,"Mammals"
556,8,"Seagrass"
556,9,"Macroalgae"
556,12,"Invertebrates"
211,1,"Phytoplankton"
211,2,"Zooplankton"
211,5,"Birds"
211,6,"Mammals"
211,9,"Macroalgae"
391,3,"Fish"
391,4,"Turtles"
391,6,"Mammals"
205,3,"Fish"
205,12,"Invertebrates"
89,1,"Phytoplankton"
89,2,"Zooplankton"
89,3,"Fish"
89,6,"Mammals"
89,8,"Seagrass"
89,9,"Macroalgae"
89,12,"Invertebrates"
14,1,"Phytoplankton"
14,2,"Zooplankton"
14,12,"Invertebrates"
14,9,"Macroalgae"
117,1,"Phytoplankton"
117,2,"Zooplankton"
117,3,"Fish"
117,5,"Birds"
117,6,"Mammals"
117,7,"Hard coral"
117,8,"Seagrass"
117,9,"Macroalgae"
117,11,"Microbes"
117,12,"Invertebrates"
4,1,"Phytoplankton"
4,2,"Zooplankton"
4,3,"Fish"
4,6,"Mammals"
4,9,"Macroalgae"
4,11,"Microbes"
4,12,"Invertebrates"
594,3,"Fish"
594,4,"Turtles"
594,5,"Birds"
594,6,"Mammals"
594,8,"Seagrass"
594,9,"Macroalgae"
594,12,"Invertebrates"
407,1,"Phytoplankton"
407,2,"Zooplankton"
407,3,"Fish"
407,11,"Microbes"
407,12,"Invertebrates"
363,1,"Phytoplankton"
363,5,"Birds"
363,6,"Mammals"
363,11,"Microbes"
363,12,"Invertebrates"
347,8,"Seagrass"
593,1,"Phytoplankton"
593,2,"Zooplankton"
36,9,"Macroalgae"
36,3,"Fish"
36,12,"Invertebrates"
627,3,"Fish"
625,1,"Phytoplankton"
625,2,"Zooplankton"
622,1,"Phytoplankton"
620,1,"Phytoplankton"
620,2,"Zooplankton"
620,3,"Fish"
620,6,"Mammals"
620,8,"Seagrass"
620,9,"Macroalgae"
620,10,"Mangrove"
620,11,"Microbes"
620,12,"Invertebrates"
616,3,"Fish"
614,5,"Birds"
608,1,"Phytoplankton"
608,2,"Zooplankton"
608,11,"Microbes"
604,6,"Mammals"
601,5,"Birds"
597,5,"Birds"
595,5,"Birds"
595,6,"Mammals"
592,5,"Birds"
586,2,"Zooplankton"
585,8,"Seagrass"
585,9,"Macroalgae"
585,3,"Fish"
585,12,"Invertebrates"
606,9,"Macroalgae"
522,2,"Zooplankton"
509,1,"Phytoplankton"
509,11,"Microbes"
349,1,"Phytoplankton"
639,1,"Phytoplankton"
639,11,"Microbes"
16,8,"Seagrass"
16,9,"Macroalgae"
16,3,"Fish"
16,12,"Invertebrates"
