Network Name,Latitude,Longitude,EOVs sampled,Date start sampled,Date end sampled,sampling site name,Original Order
OTNGlobal,48.51,-124.75,NA,NA,NA,JFCN-3,21922
OTNGlobal,49.72,-124.75,NA,4/30/16,4/28/17,NSOG017,382
OTNGlobal,49.72,-124.74,NA,11/11/18,3/15/19,NSOG018P,210
OTNGlobal,49.72,-124.73,NA,11/11/18,3/15/19,NSOG017P,1780
OTNGlobal,49.72,-124.72,NA,7/29/04,9/12/04,NSOG015,222
OTNGlobal,49.72,-124.71,NA,4/18/05,10/11/05,NSOG014,879
OTNGlobal,49.73,-124.7,NA,5/11/04,7/28/04,NSOG013,267
OTN,46.54,-124.7,NA,4/11/11,7/13/11,WILL076,3424
OTNGlobal,49.72,-124.7,NA,11/11/18,3/15/19,NSOG014P,1937
OTN,46.54,-124.69,NA,4/11/11,5/29/11,WILL075,1114
OTNGlobal,49.73,-124.69,NA,7/20/06,3/18/11,NSOG012,399
OTNGlobal,49.72,-124.69,NA,11/11/18,3/15/19,NSOG013P,2204
OTN,46.54,-124.68,NA,4/11/11,5/3/11,WILL074,489
OTNGlobal,49.73,-124.68,NA,NA,NA,NSOG-ST01,21924
OTNGlobal,49.72,-124.68,NA,3/27/18,11/11/18,NSOG012P,717
OTNGlobal,49.73,-124.67,NA,NA,NA,NSOG-ST02,22314
OTN,46.54,-124.67,NA,4/11/11,6/10/11,WILL073,2676
OTNGlobal,49.73,-124.66,NA,4/30/16,10/8/16,NSOG009,378
OTN,46.55,-124.66,NA,4/10/11,6/26/11,WILL071,2586
OTN,46.55,-124.65,NA,4/11/11,6/22/11,WILL070,2406
OTNGlobal,49.73,-124.65,NA,11/10/18,NA,NSOG009P,359
OTN,46.55,-124.64,NA,4/11/11,NA,WILL069,4060
OTNGlobal,49.73,-124.64,NA,4/14/17,NA,NSOG008P,189
OTN,46.55,-124.63,NA,4/11/11,10/19/11,WILL068,2722
OTN,46.55,-124.62,NA,4/11/11,2/4/12,WILL066,3427
OTN,46.55,-124.61,NA,4/11/11,7/25/11,WILL065,1663
OTN,46.55,-124.6,NA,4/11/11,6/2/11,WILL064,3553
OTN,45.05,-124.6,NA,4/19/11,6/16/12,CASC_HD071,121
OTNGlobal,49.8,-124.6,NA,7/29/04,9/11/04,NSOG007,617
OTN,46.55,-124.59,NA,4/10/11,4/15/11,WILL063,1788
OTNGlobal,49.8,-124.59,NA,5/10/04,7/29/04,NSOG006,537
OTNGlobal,49.79,-124.59,NA,4/13/17,NA,NSOG007P,1174
OTN,45.05,-124.59,NA,4/19/11,12/31/11,CASC_HD070,1511
OTN,45.05,-124.58,NA,4/19/11,6/16/12,CASC_HD069,2670
OTNGlobal,49.8,-124.58,NA,5/12/10,3/11/11,NSOG005,293
OTNGlobal,49.79,-124.58,NA,4/13/17,11/10/18,NSOG006P,2827
OTN,46.56,-124.58,NA,4/10/11,4/24/11,WILL061,665
OTN,45.05,-124.57,NA,4/19/11,6/16/12,CASC_HD068,2112
OTN,46.56,-124.57,NA,4/10/11,6/8/11,WILL060,578
OTNGlobal,49.8,-124.57,NA,4/2/06,7/21/06,NSOG004,329
OTNGlobal,49.79,-124.57,NA,11/10/18,NA,NSOG005P,409
OTN,46.56,-124.56,NA,4/13/11,NA,WILL059,3661
OTNGlobal,49.8,-124.56,NA,5/21/05,10/7/05,NSOG003,374
OTN,45.05,-124.56,NA,4/19/11,6/17/12,CASC_HD066,2501
OTN,46.56,-124.55,NA,4/13/11,6/15/11,WILL058,862
OTNCanada,52.07,-124.55,NA,4/26/14,5/21/14,Siwash1,3469
OTN,45.05,-124.55,NA,4/19/11,6/16/12,CASC_HD065,3666
OTNGlobal,49.8,-124.55,NA,4/13/17,11/10/18,NSOG003P,95
OTNGlobal,49.8,-124.54,NA,5/10/04,7/29/04,NSOG002,452
OTN,45.05,-124.54,NA,4/19/11,6/16/12,CASC_HD064,1038
OTN,46.56,-124.54,NA,4/13/11,8/1/11,WILL056,2446
OTNGlobal,49.8,-124.53,NA,4/13/17,11/10/18,NSOG002P,2604
OTN,45.05,-124.53,NA,4/19/11,6/17/12,CASC_HD063,1925
OTN,46.56,-124.53,NA,4/13/10,4/16/11,WILL045,180
OTN,45.05,-124.52,NA,4/19/11,10/1/11,CASC_HD062,3559
OTNGlobal,49.8,-124.52,NA,4/13/17,11/10/18,NSOG001P,315
OTN,46.56,-124.52,NA,4/11/11,7/20/11,WILL054,2063
OTN,46.56,-124.51,NA,4/11/11,8/1/11,WILL053,2569
OTN,45.05,-124.51,NA,4/19/11,10/1/11,CASC_HD060,1574
OTN,45.05,-124.5,NA,4/19/11,10/1/11,CASC_HD059,1004
OTN,46.56,-124.5,NA,5/6/07,8/19/10,WILL042,2054
OTN,45.05,-124.49,NA,4/19/11,6/15/12,CASC_HD058,2234
OTN,46.56,-124.49,NA,4/10/11,6/9/12,WILL041,2822
OTN,45.05,-124.48,NA,4/8/11,10/1/11,CASC_HD057,240
OTN,46.56,-124.48,NA,4/10/11,6/14/12,WILL049,2628
OTN,46.56,-124.47,NA,4/10/11,NA,WILL048,3887
OTN,45.05,-124.47,NA,4/8/11,10/1/11,CASC_HD055,2525
OTN,46.56,-124.46,NA,4/13/11,10/5/11,WILL047,2528
OTN,45.05,-124.46,NA,4/8/11,6/3/11,CASC_HD054,2869
OTN,47.37,-124.45,NA,5/13/04,6/28/04,CAP_ELIZ012,115
OTN,45.05,-124.45,NA,4/8/11,10/1/11,CASC_HD053,1189
OTN,46.56,-124.45,NA,4/7/09,8/1/09,WILL037,943
OTN,45.05,-124.44,NA,4/8/11,9/21/11,CASC_HD052,2056
OTN,47.37,-124.44,NA,7/3/04,9/1/04,CAP_ELIZ011,676
OTN,46.56,-124.44,NA,4/13/11,10/7/11,WILL036,1613
OTN,45.05,-124.43,NA,4/8/11,6/15/12,CASC_HD051,4024
OTN,47.38,-124.43,NA,7/3/04,9/1/04,CAP_ELIZ010,2825
OTN,46.56,-124.43,NA,4/24/06,8/8/10,WILL035,114
OTN,47.38,-124.42,NA,5/13/04,6/28/04,CAP_ELIZ009,2242
OTN,45.05,-124.42,NA,4/8/11,11/18/11,CASC_HD049,748
OTN,46.56,-124.42,NA,7/30/06,8/8/10,WILL034,179
OTN,45.05,-124.41,NA,4/8/11,10/1/11,CASC_HD048,2543
OTN,47.38,-124.41,NA,5/8/05,7/1/05,CAP_ELIZ008,126
OTN,46.56,-124.41,NA,4/13/11,10/7/11,WILL033,1867
OTN,45.05,-124.4,NA,4/8/11,6/3/11,CASC_HD047,406
OTN,47.38,-124.4,NA,5/13/04,6/28/04,CAP_ELIZ007,2451
OTN,46.56,-124.4,NA,4/13/11,10/7/11,WILL032,607
OTN,45.05,-124.39,NA,4/8/11,10/1/11,CASC_HD046,908
OTN,47.38,-124.39,NA,5/13/04,6/23/04,CAP_ELIZ006,113
OTN,46.56,-124.39,NA,5/12/07,NA,WILL031,295
OTN,45.05,-124.38,NA,4/7/11,10/1/11,CASC_HD044,322
OTN,47.39,-124.38,NA,7/1/05,9/15/05,CAP_ELIZ005,266
OTN,46.56,-124.37,NA,4/17/11,10/7/11,WILL030,90
OTN,45.05,-124.37,NA,4/7/11,10/1/11,CASC_HD043,2737
OTN,47.39,-124.37,NA,5/13/04,7/30/04,CAP_ELIZ004,2277
OTN,46.56,-124.36,NA,4/1/08,NA,WILL029,342
OTN,45.05,-124.36,NA,4/7/11,10/1/11,CASC_HD042,953
OTN,47.39,-124.36,NA,7/1/05,9/16/05,CAP_ELIZ003,1637
OTN,46.57,-124.35,NA,4/24/06,5/6/07,WILL028,143
OTN,45.05,-124.35,NA,4/7/11,6/15/12,CASC_HD041,1212
OTN,47.39,-124.34,NA,7/3/04,9/1/04,CAP_ELIZ002,128
OTN,45.05,-124.34,NA,4/7/11,9/30/11,CASC_HD040,3531
OTN,46.57,-124.34,NA,4/24/06,6/14/07,WILL027,884
OTN,47.4,-124.33,NA,5/8/05,7/13/05,CAP_ELIZ001,2665
OTN,46.57,-124.33,NA,4/24/06,8/22/08,WILL026,534
OTN,43.78,-124.33,NA,1/13/13,2/9/13,PGS013,3263
OTN,43.77,-124.33,NA,2/17/13,11/30/13,PGS-C17,784
OTN,43.76,-124.33,NA,11/30/13,NA,C17B,3220
OTN,45.05,-124.33,NA,4/7/11,9/30/11,CASC_HD038,641
OTN,46.57,-124.32,NA,4/24/06,NA,WILL025,347
OTN,43.78,-124.32,NA,NA,NA,PGS-ST011,4088
OTN,43.76,-124.32,NA,8/18/13,NA,PGS-C16T,3749
OTN,45.05,-124.32,NA,4/7/11,9/30/11,CASC_HD037,1319
OTN,45.05,-124.31,NA,4/7/11,9/30/11,CASC_HD036,3486
OTN,46.57,-124.31,NA,4/13/11,10/6/11,WILL024,926
OTN,43.76,-124.31,NA,11/30/13,NA,C15B,677
OTN,49.33,-124.31,NA,5/3/06,6/27/06,ENGLISHMAN002,1605
OTN,45.05,-124.3,NA,4/7/11,9/30/11,CASC_HD035,2248
OTN,46.57,-124.3,NA,4/13/11,10/6/11,WILL023,1049
OTN,43.76,-124.3,NA,2/17/13,11/30/13,PGS-C14,557
OTN,49.34,-124.3,NA,5/2/06,6/27/06,ENGLISHMAN001,538
OTN,43.74,-124.3,NA,7/16/13,4/1/14,PGS-S10,1929
OTN,46.57,-124.29,NA,4/13/11,10/6/11,WILL022,1288
OTN,43.76,-124.29,NA,11/30/13,NA,C13B,1743
OTN,45.05,-124.29,NA,10/1/06,5/3/07,CASC_HD027,321
OTN,43.73,-124.29,NA,2/17/13,NA,PGS-S9,869
OTN,43.79,-124.29,NA,7/31/13,11/30/13,PGS-N10,2089
OTN,49.31,-124.28,NA,5/8/06,8/10/06,ENGLISHMAN003,1998
OTN,43.75,-124.28,NA,2/17/13,NA,PGS-C12,592
OTN,46.57,-124.28,NA,5/12/07,NA,WILL021,1176
OTN,45.05,-124.28,NA,4/7/11,5/29/11,CASC_HD032,245
OTN,43.78,-124.28,NA,11/30/13,NA,N9TB,2198
OTN,43.74,-124.28,NA,2/17/13,9/22/13,PGS-S8,2028
OTN,45.05,-124.27,NA,4/7/11,6/21/11,CASC_HD031,3547
OTN,46.57,-124.27,NA,4/24/06,8/9/10,WILL020,1054
OTN,43.76,-124.27,NA,11/30/13,NA,C11B,171
OTN,43.73,-124.27,NA,12/1/13,NA,S7B,2166
OTN,43.78,-124.27,NA,2/18/13,NA,PGS-N8,96
OTN,43.75,-124.26,NA,2/18/13,NA,PGS-C10,3982
OTN,46.57,-124.26,NA,4/10/11,6/11/12,WILL019,205
OTN,45.05,-124.26,NA,4/10/09,7/29/09,CASC_HD024,527
OTN,43.78,-124.26,NA,11/30/13,NA,N7B,1862
OTN,43.74,-124.26,NA,2/17/13,NA,PGS-S6,3858
OTN,43.72,-124.25,NA,8/28/13,11/30/13,PGS-SA2,2178
OTN,43.76,-124.25,NA,2/24/14,NA,C9TB,1112
OTN,46.57,-124.25,NA,4/24/06,10/1/07,WILL018,547
OTN,43.73,-124.25,NA,2/17/13,8/28/13,PGS-S5,504
OTN,45.05,-124.25,NA,10/1/06,5/3/07,CASC_HD023,294
OTN,43.78,-124.25,NA,2/18/13,NA,PGS-N6,1146
OTN,43.77,-124.24,NA,1/13/13,2/9/13,PGS008,112
OTN,44.54,-124.24,NA,9/30/15,1/23/16,SETSB8,2931
OTN,44.56,-124.24,NA,9/30/15,1/23/16,SETSA8,1934
OTN,43.79,-124.24,NA,2/18/13,NA,PGS-NA2,2755
OTN,43.76,-124.24,NA,2/24/14,NA,C8B,3305
OTN,46.57,-124.24,NA,4/24/06,8/8/10,WILL017,3375
OTN,45.05,-124.24,NA,4/10/09,7/29/09,CASC_HD022,458
OTN,43.78,-124.24,NA,11/30/13,NA,N5TB,2871
OTN,43.74,-124.24,NA,8/28/13,NA,PGS-S4,3064
OTN,43.75,-124.24,NA,6/18/13,NA,PGS-C7,3318
OTN,43.72,-124.24,NA,2/17/13,11/30/13,PGS-SA1,2877
OTN,44.54,-124.23,NA,9/30/15,1/23/16,SETSB7,509
OTN,44.56,-124.23,NA,9/30/15,1/23/16,SETSA7,1449
OTN,43.66,-124.23,NA,2/17/13,11/30/13,PGS-P2,304
OTN,43.77,-124.23,NA,1/13/13,2/9/13,PGS006,3101
OTN,43.68,-124.23,NA,9/27/13,2/24/14,PGS-P1,203
OTN,43.76,-124.23,NA,11/30/13,NA,C5TB,3527
OTN,43.75,-124.23,NA,2/18/13,11/30/13,PGS-C5T,1044
OTN,46.57,-124.23,NA,6/19/06,8/7/10,WILL016,634
OTN,43.73,-124.23,NA,7/16/13,11/30/13,PGS-S3,3560
OTN,45.05,-124.23,NA,4/7/11,9/30/11,CASC_HD021,589
OTN,43.79,-124.23,NA,2/18/13,NA,PGS-NA1,889
OTN,43.78,-124.23,NA,2/18/13,11/30/13,PGS-N4T,1098
OTN,44.54,-124.22,NA,9/30/15,1/23/16,SETSB6,1040
OTN,44.56,-124.22,NA,9/30/15,1/23/16,SETSA6,3325
OTN,43.75,-124.22,NA,2/18/13,11/30/13,PGS-C4,3266
OTN,46.57,-124.22,NA,6/19/06,NA,WILL015,1381
OTN,45.05,-124.22,NA,9/30/06,5/3/07,CASC_HD020,2867
OTN,43.77,-124.22,NA,2/18/13,11/30/13,PGS-N3,1829
OTN,43.78,-124.22,NA,2/24/14,NA,N3B,2279
OTN,43.73,-124.22,NA,2/17/13,5/7/14,PGS-S2,3197
OTNGlobal,48.36,-124.22,NA,9/13/15,5/10/16,JF2C-6,3955
OTN,44.7,-124.22,NA,9/30/15,1/10/16,NETS8,3472
OTN,44.56,-124.21,NA,9/30/15,1/23/16,SETSA5,2064
OTNGlobal,48.36,-124.21,NA,NA,NA,JF2C-1,22183
OTN,43.76,-124.21,NA,2/18/13,11/30/13,PGS-C3,2844
OTN,43.77,-124.21,NA,1/13/13,2/9/13,PGS005,693
OTN,46.57,-124.21,NA,4/13/11,10/6/11,WILL014,2686
OTN,43.73,-124.21,NA,11/30/13,6/18/14,S1B,1997
OTNGlobal,51.55,-124.21,NA,5/2/17,NA,LAKE NO_2,2905
OTN,45.05,-124.21,NA,9/30/06,5/3/07,CASC_HD019,100
OTN,43.78,-124.21,NA,2/18/13,11/30/13,PGS-N2,1448
OTN,44.7,-124.21,NA,9/30/15,NA,NETS7,3746
OTN,44.54,-124.21,NA,9/30/15,NA,SETSB4,3644
OTN,43.75,-124.2,NA,2/18/13,11/30/13,PGS-C2T,2992
OTNGlobal,51.43,-124.2,NA,5/2/17,NA,LAKE NO_4,2674
OTN,43.77,-124.2,NA,1/13/13,2/9/13,PGS002,334
OTN,46.57,-124.2,NA,5/5/07,10/2/07,WILL013,154
OTN,43.76,-124.2,NA,11/30/13,6/18/14,C1B,1048
OTN,45.05,-124.2,NA,4/7/11,9/30/11,CASC_HD018,98
OTN,43.78,-124.2,NA,11/30/13,6/17/14,N1B,3322
OTN,44.7,-124.2,NA,9/30/15,1/10/16,NETS6,1841
OTN,44.54,-124.2,NA,9/30/15,1/23/16,SETSB3,532
OTN,44.56,-124.2,NA,9/30/15,NA,SETSA3,3713
OTNGlobal,51.55,-124.19,NA,5/2/17,NA,LAKE NO_1,968
OTN,44.7,-124.19,NA,9/30/15,1/10/16,NETS5,2709
OTN,46.57,-124.19,NA,4/13/11,10/6/11,WILL012,243
OTN,45.05,-124.19,NA,4/7/11,9/30/11,CASC_HD017,1650
OTN,44.54,-124.19,NA,9/30/15,NA,SETSB2,3850
OTN,44.56,-124.19,NA,9/30/15,1/23/16,SETSA2,1683
OTN,44.7,-124.18,NA,9/30/15,1/10/16,NETS4,587
OTN,44.54,-124.18,NA,9/30/15,1/9/16,SETSB1,2522
OTNGlobal,51.45,-124.18,NA,5/2/17,NA,LAKE NO_3,2416
OTN,45.05,-124.18,NA,9/30/06,5/1/07,CASC_HD016,291
OTN,46.57,-124.18,NA,7/29/06,10/20/06,WILL011,993
OTN,44.56,-124.18,NA,9/30/15,1/13/16,SETSA1,1060
OTN,44.7,-124.17,NA,9/30/15,1/10/16,NETS3,173
OTN,45.05,-124.17,NA,9/30/06,5/1/07,CASC_HD015,1688
OTN,46.57,-124.17,NA,4/14/10,8/5/10,WILL010,197
OTN,44.7,-124.16,NA,9/30/15,1/10/16,NETS2,1616
OTN,45.05,-124.16,NA,9/30/06,5/1/07,CASC_HD014,1033
OTN,46.57,-124.16,NA,4/7/09,7/31/09,WILL009,700
OTNCanada,51.61,-124.15,NA,5/3/14,5/20/14,VPS-R26,2963
OTNCanada,51.62,-124.15,NA,5/3/14,5/20/14,VPS-R21,2498
OTN,44.7,-124.15,NA,9/30/15,NA,NETS1,3946
OTN,45.05,-124.15,NA,9/30/06,5/1/07,CASC_HD013,533
OTN,46.57,-124.15,NA,4/14/10,5/29/10,WILL008,77
OTNCanada,51.62,-124.14,NA,5/3/14,5/20/14,VPS-R28,1631
OTNCanada,51.63,-124.14,NA,5/3/14,5/20/14,VPS-R37,3083
OTN,45.05,-124.14,NA,9/30/06,5/1/07,CASC_HD012,752
OTN,46.57,-124.14,NA,3/31/08,8/22/08,WILL007,354
OTN,45.05,-124.13,NA,4/10/09,7/30/09,CASC_HD011,585
OTN,46.57,-124.12,NA,5/5/07,10/2/07,WILL006,840
OTNGlobal,51.39,-124.12,NA,5/4/17,NA,LAKE NO_13,257
OTNGlobal,51.24,-124.12,NA,5/4/17,NA,LAKE NO_6,219
OTNGlobal,51.33,-124.12,NA,5/4/17,NA,LAKE NO_5,1863
OTNGlobal,51.23,-124.12,NA,5/4/17,NA,LAKE NO_7,1721
OTN,45.05,-124.12,NA,9/30/06,5/1/07,CASC_HD010,789
OTNCanada,51.64,-124.11,NA,4/24/14,5/19/14,D01,530
OTNGlobal,48.22,-124.11,NA,6/6/17,NA,NJDF029,158
OTN,46.57,-124.11,NA,4/7/09,8/2/09,WILL005,545
OTNGlobal,48.23,-124.11,NA,4/14/06,10/22/06,JDF026,687
OTNCanada,51.68,-124.11,NA,4/24/14,5/19/14,D04,1465
OTNCanada,51.69,-124.11,NA,4/24/14,5/19/14,D05,2388
OTNCanada,51.65,-124.11,NA,4/24/14,5/19/14,D02,2965
OTNCanada,51.72,-124.11,NA,4/17/16,4/30/16,HB19,3436
OTNCanada,51.71,-124.11,NA,4/17/16,4/30/16,HB13,972
OTN,45.05,-124.11,NA,9/30/06,5/1/07,CASC_HD009,385
OTNGlobal,48.24,-124.11,NA,5/11/04,7/10/04,JDF025,638
OTNCanada,51.67,-124.1,NA,4/24/14,5/19/14,D03,1726
OTN,46.57,-124.1,NA,4/23/06,7/27/06,WILL004,270
OTNCanada,51.7,-124.1,NA,4/23/13,5/9/13,LodgeD,3109
OTNGlobal,48.22,-124.1,NA,4/18/06,10/25/06,JDF031,1831
OTNGlobal,48.24,-124.1,NA,6/6/17,NA,NJDF027,285
OTNGlobal,48.25,-124.1,NA,11/6/11,7/18/17,JDF024,318
OTN,46.32,-124.1,NA,9/1/16,10/12/16,MCR-NH.1,1330
OTN,45.05,-124.1,NA,9/30/06,5/1/07,CASC_HD008,283
OTN,46.23,-124.09,NA,8/28/16,10/12/16,MCR-SJ.1,2791
OTNGlobal,48.24,-124.09,NA,6/6/17,NA,NJDF026,3466
OTN,46.57,-124.09,NA,5/5/07,11/28/07,WILL003,682
OTNGlobal,48.25,-124.09,NA,7/11/04,8/30/04,JDF023,800
OTNGlobal,48.23,-124.09,NA,10/25/06,10/29/11,JDF029,81
OTN,45.05,-124.09,NA,9/30/06,5/1/07,CASC_HD007,741
OTNGlobal,51.34,-124.08,NA,5/4/17,NA,LAKE NO_12,2083
OTNGlobal,48.23,-124.08,NA,4/14/06,10/25/06,JDF028,279
OTNGlobal,48.26,-124.08,NA,5/12/04,6/18/04,JDF022,469
OTN,46.57,-124.08,NA,4/23/06,4/28/06,WILL002,229
OTNGlobal,48.25,-124.08,NA,6/6/17,8/8/17,NJDF025,282
OTN,44.42,-124.08,NA,3/24/10,6/12/10,Jaws outer-002,3374
OTN,45.05,-124.08,NA,9/30/06,5/2/07,CASC_HD006,679
OTN,46.23,-124.08,NA,8/28/16,10/12/16,MCR-SJ.2,2553
OTN,44.42,-124.07,NA,3/24/10,6/12/10,Jaws Inner-003,316
OTNGlobal,48.26,-124.07,NA,6/6/17,NA,NJDF023,3002
OTN,46.23,-124.07,NA,8/23/15,9/26/15,MCR-SJ2,1332
OTN,45.05,-124.07,NA,9/30/06,5/1/07,CASC_HD005,667
OTN,44.44,-124.06,NA,3/24/10,6/12/10,MidEstuary-001,3275
OTNGlobal,48.26,-124.06,NA,10/23/06,NA,JDF020,401
OTNGlobal,48.27,-124.06,NA,6/6/17,NA,NJDF021,305
OTN,46.22,-124.06,NA,9/4/15,10/19/15,MCR-C.B,1569
OTN,45.05,-124.06,NA,9/30/06,2/23/07,CASC_HD004,695
OTN,46.22,-124.05,NA,9/4/15,10/19/15,MCR-C.D,1804
OTNGlobal,48.27,-124.05,NA,6/6/17,NA,NJDF020,3216
OTNGlobal,51.08,-124.05,NA,5/4/17,NA,LAKE NO_9,2129
OTNGlobal,48.28,-124.05,NA,6/6/17,NA,NJDF019,3147
OTN,45.05,-124.05,NA,4/7/11,9/29/11,CASC_HD003,1109
OTN,46.2,-124.04,NA,8/28/16,10/12/16,MCR-C.A.1,2203
OTN,46.21,-124.04,NA,8/28/16,10/12/16,MCR-I.B.1,1599
OTNGlobal,48.28,-124.04,NA,6/9/17,NA,NJDF018,521
OTNGlobal,51.14,-124.04,NA,5/4/17,NA,LAKE NO_8,422
OTN,45.05,-124.04,NA,4/7/11,9/29/11,CASC_HD002,1101
OTN,46.2,-124.03,NA,8/28/16,10/12/16,MCR-M.3,1768
OTN,46.21,-124.03,NA,8/28/16,10/12/16,MCR-I.B.3,2303
OTNGlobal,48.29,-124.03,NA,6/9/17,NA,NJDF017,2053
OTNGlobal,48.3,-124.03,NA,11/14/18,NA,NJDF016,1228
OTNGlobal,48.28,-124.03,NA,4/14/06,10/22/06,JDF016,921
OTNGlobal,51.27,-124.02,NA,5/4/17,NA,LAKE NO_11,928
OTNGlobal,48.3,-124.02,NA,11/14/18,NA,NJDF015,843
OTNGlobal,51.12,-124.02,NA,5/4/17,NA,LAKE NO_10,3110
OTNGlobal,48.29,-124.01,NA,4/1/06,9/28/06,JDF015,756
OTNGlobal,48.31,-124.01,NA,3/31/18,NA,NJDF014,2744
OTN,46.26,-124.01,NA,4/9/11,7/13/11,COLR-RKm7.7_09,2110
OTNGlobal,48.3,-124.01,NA,8/26/11,8/3/17,JDF014,132
OTN,46.25,-124.01,NA,4/9/11,7/13/11,COLR-RKm7.7_05,675
OTN,46.27,-124,NA,4/18/10,8/3/10,COLR-RKm7.7_08,2096
OTN,46.24,-124,NA,4/9/11,7/13/11,COLR-RKm7.7_02,1110
OTNGlobal,48.32,-124,NA,3/31/18,NA,NJDF012,1603
OTNGlobal,48.31,-124,NA,4/15/05,10/18/05,JDF012,582
OTN,44.41,-124,NA,3/24/10,6/12/10,Oakland Marina-003,1529
OTN,44.41,-123.99,NA,3/24/10,6/12/10,Oakland Marina-002,1828
OTNGlobal,48.32,-123.99,NA,3/31/18,11/15/18,NJDF011,355
OTN,46.23,-123.99,NA,4/9/11,7/13/11,COLR-RKm8.8_01,1717
OTN,46.26,-123.99,NA,4/9/11,7/13/11,COLR-RKm8.8_08,2743
OTN,46.24,-123.99,NA,4/9/11,7/13/11,COLR-RKm8.8_02,1015
OTN,46.25,-123.99,NA,4/9/11,7/13/11,COLR-RKm8.8_06,2233
OTNGlobal,48.33,-123.99,NA,6/9/17,3/31/18,NJDF010,427
OTNGlobal,48.33,-123.98,NA,3/29/19,NA,NJDF009,663
OTN,46.22,-123.98,NA,8/26/16,11/15/16,MCR-tb,3188
OTNGlobal,48.34,-123.97,NA,4/26/04,8/2/04,JDF008,214
OTNGlobal,48.33,-123.97,NA,NA,NA,JDF-ST02,35
OTNGlobal,48.35,-123.96,NA,3/31/18,11/15/18,NJDF006,2736
OTNGlobal,48.35,-123.95,NA,6/9/17,3/31/18,NJDF005,1276
OTNGlobal,48.36,-123.95,NA,10/6/16,6/14/17,JDF005,319
OTN,44.41,-123.95,NA,3/24/10,6/12/10,Taylor Marina-002,3379
OTNGlobal,48.36,-123.94,NA,4/1/06,9/26/06,JDF004,829
OTNGlobal,48.37,-123.94,NA,6/9/17,3/31/18,NJDF003,916
OTNGlobal,48.37,-123.93,NA,6/9/17,4/3/18,NJDF002,1052
OTN,45.66,-123.93,NA,3/28/09,6/10/09,NEHALEM-JAWS,2390
OTNGlobal,48.38,-123.93,NA,11/15/18,3/29/19,NJDF001,396
OTNGlobal,48.37,-123.92,NA,9/30/06,8/24/11,JDF001,1718
OTN,45.69,-123.9,NA,3/28/09,6/10/09,NEHALEM-PARADISECOVE,2290
OTN,44.4,-123.9,NA,3/28/09,6/18/09,ALSEA-HEADOFTIDE,2285
OTN,44.4,-123.89,NA,3/24/10,6/15/10,Head of Tide-002,2115
OTN,44.41,-123.89,NA,3/24/10,6/15/10,Head of Tide-003,1644
OTN,45.71,-123.89,NA,3/28/09,6/10/09,NEHALEM-BOATLAUNCH,1556
OTN,46.24,-123.87,NA,5/10/07,7/25/07,COLR-RKm22.5_61,2975
OTN,45.73,-123.87,NA,3/28/09,6/10/09,NEHALEM-CONFLUENCE,260
OTN,46.23,-123.87,NA,5/13/07,7/27/07,COLR-RKm22.5_55,1130
OTN,46.22,-123.87,NA,4/18/08,7/6/08,COLR-RKm22.5_42,827
OTN,46.22,-123.86,NA,4/7/11,7/16/11,COLR-RKm22.5_37,615
OTN,46.21,-123.86,NA,5/12/07,7/28/07,COLR-RKm22.5_30,1884
OTN,46.2,-123.86,NA,4/15/08,7/6/08,COLR-RKm22.5_18,421
OTN,46.2,-123.85,NA,3/18/10,8/5/10,COLR-RKm22.5_11,698
OTN,46.19,-123.85,NA,3/12/09,8/5/09,COLR-RKm22.5_04,332
OTN,44.36,-123.83,NA,3/28/09,6/18/09,ALSEA-ABOVE5RIVERS,3038
OTN,46.2,-123.81,NA,NA,NA,PSL-ST08,22232
OTN,46.2,-123.8,NA,5/2/12,8/15/12,PSL-MK-VMT-ZC207,3890
OTNGlobal,48.51,-123.75,NA,NA,NA,JFCN-2,22336
OTN,44.38,-123.73,NA,3/24/10,6/10/10,Mouth of Fall Cr.-001,757
OTN,44.37,-123.73,NA,3/24/10,6/10/10,Upper Alsea-001,2541
OTN,48.77,-123.69,NA,5/2/06,6/27/06,COWICHAN002,2267
OTNGlobal,52.01,-123.68,NA,4/30/18,NA,CHILKO-TASEKO JUNCTION,2937
OTNCanada,48.92,-123.63,NA,8/30/17,NA,NREEF_HO3,4042
OTNCanada,48.88,-123.63,NA,8/7/17,3/31/18,STU_05,1433
OTNCanada,48.91,-123.63,NA,8/30/17,3/8/18,NREEF_HO2,1131
OTNCanada,48.91,-123.62,NA,8/30/17,3/8/18,NREEF_HO1,3442
OTNCanada,48.89,-123.62,NA,8/7/17,3/31/18,STU_04,1399
OTNCanada,48.89,-123.61,NA,8/7/17,3/30/18,STU_03,2133
OTNCanada,48.9,-123.61,NA,8/7/17,3/30/18,STU_02,2641
OTNCanada,48.9,-123.6,NA,8/7/17,3/30/18,STU_01,1686
OTNCanada,48.82,-123.59,NA,8/31/17,3/8/18,MB_BUOY,3695
OTNCanada,48.84,-123.59,NA,8/8/17,3/31/18,SAN_N_02,227
OTNCanada,48.84,-123.58,NA,8/7/17,3/31/18,SAN_N_01,1266
OTNCanada,48.75,-123.56,NA,8/7/17,3/31/18,SAN_S_02,1295
OTNCanada,48.77,-123.56,NA,8/31/17,3/8/18,BURIAL_HO3,3974
OTNCanada,48.79,-123.56,NA,8/31/17,3/8/18,SAN_DOCK,418
