Latitude_org,"N,S",Longitude_org,"E,W",Latitude,Longitude
40.13,N,145.4,E,40.13,145.4
40.132,N,167.002,E,40.13,167
40.138,N,162.998,E,40.14,163
40.15,N,142.5,E,40.15,142.5
40.15,N,142.567,E,40.15,142.57
40.15,N,146.317,E,40.15,146.32
40.162,N,159,E,40.16,159
40.167,N,141.917,E,40.17,141.92
40.167,N,145.333,E,40.17,145.33
40.167,N,145.517,E,40.17,145.52
40.167,N,145.833,E,40.17,145.83
40.167,N,146.983,E,40.17,146.98
40.167,N,147.333,E,40.17,147.33
40.168,N,159.003,E,40.17,159
40.17,N,147.697,E,40.17,147.7
40.178,NA,147.668,E,40.18,147.67
40.18,NA,175.213,E,40.18,175.21
40.18,N,175.142,E,40.18,175.14
40.182,N,173.003,W,40.18,-173
40.183,N,142.65,E,40.18,142.65
40.183,N,145.867,E,40.18,145.87
40.183,N,146,E,40.18,146
40.183,N,149,E,40.18,149
40.188,N,171.023,E,40.19,171.02
40.19,NA,179.132,E,40.19,179.13
40.2,N,145.383,E,40.2,145.38
40.2,N,147.05,E,40.2,147.05
40.209,N,147.149,E,40.21,147.15
40.217,NA,146.15,E,40.22,146.15
40.217,N,139.45,E,40.22,139.45
40.217,N,139.683,E,40.22,139.68
40.217,N,139.95,E,40.22,139.95
40.233,N,144.083,E,40.23,144.08
40.233,N,145.983,E,40.23,145.98
40.233,N,146.8,E,40.23,146.8
40.233,N,148.983,E,40.23,148.98
40.234,N,147.221,E,40.23,147.22
40.238,N,169.007,W,40.24,-169.01
40.242,N,165.135,W,40.24,-165.13
40.245,N,154.455,E,40.24,154.46
40.245,N,174.997,E,40.24,175
40.245,N,154.455,W,40.24,-154.46
40.25,N,142.25,E,40.25,142.25
40.25,N,142.5,E,40.25,142.5
40.25,N,142.583,E,40.25,142.58
40.25,N,143.017,E,40.25,143.02
40.25,N,145,E,40.25,145
40.25,N,145.25,E,40.25,145.25
40.25,N,145.5,E,40.25,145.5
40.25,N,145.75,E,40.25,145.75
40.25,N,146,E,40.25,146
40.25,N,146.25,E,40.25,146.25
40.25,N,146.5,E,40.25,146.5
40.25,N,172.982,W,40.25,-172.98
40.252,N,176.997,W,40.25,-177
40.258,N,174.997,E,40.26,175
40.26,N,175.008,E,40.26,175.01
40.263,N,164.998,W,40.26,-165
40.2883,N,145.5765,E,40.29,145.58
40.294,N,145.595,E,40.29,145.59
40.296,N,145.5955,E,40.3,145.6
40.298,N,146,E,40.3,146
40.3,N,144.017,E,40.3,144.02
40.3049,N,149.3097,E,40.3,149.31
40.317,N,144.017,E,40.32,144.02
40.317,N,146,E,40.32,146
40.324,N,143.591,E,40.32,143.59
40.325,N,168.91,W,40.33,-168.91
40.327,N,142.927,E,40.33,142.93
40.327,N,171,E,40.33,171
40.33,NA,148.612,E,40.33,148.61
40.333,N,142.483,E,40.33,142.48
40.333,N,143,E,40.33,143
40.333,N,143.967,E,40.33,143.97
40.333,N,143.998,E,40.33,144
40.333,N,144.017,E,40.33,144.02
40.333,N,144.983,E,40.33,144.98
40.333,N,145,E,40.33,145
40.333,N,145.25,E,40.33,145.25
40.333,N,145.983,E,40.33,145.98
40.333,N,146,E,40.33,146
40.333,N,146.533,E,40.33,146.53
40.333,N,146.667,E,40.33,146.67
40.333,N,146.75,E,40.33,146.75
40.333,N,147,E,40.33,147
40.333,N,147.3,E,40.33,147.3
40.333,N,147.317,E,40.33,147.32
40.333,N,149.267,E,40.33,149.27
40.334,N,139.917,E,40.33,139.92
40.335,NA,142.915,E,40.34,142.91
40.337,N,143.149,E,40.34,143.15
40.343,N,166.92,E,40.34,166.92
40.35,NA,158.443,E,40.35,158.44
40.35,N,144.633,E,40.35,144.63
40.35,N,145.35,E,40.35,145.35
40.35,N,146.017,E,40.35,146.02
40.35,N,147.667,E,40.35,147.67
40.35,N,147.967,E,40.35,147.97
40.35,N,150.917,E,40.35,150.92
40.35,N,158.952,E,40.35,158.95
40.363,N,162.992,E,40.36,162.99
40.37,N,179.005,E,40.37,179
40.383,N,146.617,E,40.38,146.62
40.385,N,159.027,E,40.38,159.03
40.392,NA,152.978,E,40.39,152.98
40.395,N,155.143,E,40.4,155.14
40.4,NA,166.993,E,40.4,166.99
40.4,N,142.333,E,40.4,142.33
40.4,N,147.7,E,40.4,147.7
40.405,N,145.038,E,40.41,145.04
40.41,N,179.102,E,40.41,179.1
40.417,NA,162.988,E,40.42,162.99
40.422,N,150.158,E,40.42,150.16
40.422,N,150.158,W,40.42,-150.16
40.432,N,162.888,E,40.43,162.89
40.437,NA,142.883,E,40.44,142.88
40.437,N,154.867,E,40.44,154.87
40.445,NA,151.01,E,40.45,151.01
40.445,N,176.99,W,40.45,-176.99
40.446,N,145.197,E,40.45,145.2
40.45,N,145.383,E,40.45,145.38
40.45,N,147.383,E,40.45,147.38
40.455,N,150.007,E,40.45,150.01
40.455,N,178.988,E,40.45,178.99
40.467,N,142.967,E,40.47,142.97
40.467,N,143,E,40.47,143
40.467,N,150.017,E,40.47,150.02
40.467,N,150.5,E,40.47,150.5
40.467,N,151.017,E,40.47,151.02
40.468,N,139.5,E,40.47,139.5
40.468,N,159,E,40.47,159
40.47,NA,149.518,E,40.47,149.52
40.47,N,163,E,40.47,163
40.475,NA,146.001,E,40.48,146
40.475,NA,149.496,E,40.48,149.5
40.48,NA,142.78,E,40.48,142.78
40.483,N,142.5,E,40.48,142.5
40.483,N,143,E,40.48,143
40.483,N,143.5,E,40.48,143.5
40.483,N,144,E,40.48,144
40.483,N,145,E,40.48,145
40.483,N,145.5,E,40.48,145.5
40.483,N,145.983,E,40.48,145.98
40.483,N,146.317,E,40.48,146.32
40.483,N,146.5,E,40.48,146.5
40.483,N,148.033,E,40.48,148.03
40.483,N,148.5,E,40.48,148.5
40.483,N,148.55,E,40.48,148.55
40.483,N,148.567,E,40.48,148.57
40.483,N,148.983,E,40.48,148.98
40.483,N,149.55,E,40.48,149.55
40.486,N,143.325,E,40.49,143.32
40.487,N,164.995,W,40.49,-165
40.492,NA,142.05,E,40.49,142.05
40.492,NA,146.004,E,40.49,146
40.493,N,164.998,E,40.49,165
40.494499,N,145.993332,E,40.49,145.99
40.495,NA,145.962,E,40.49,145.96
40.496,NA,145.997,E,40.5,146
40.497,NA,142.997,E,40.5,143
40.497,NA,145.968,E,40.5,145.97
40.497,NA,146.056,E,40.5,146.06
40.497,N,139.756,E,40.5,139.76
40.497,N,169.003,E,40.5,169
40.498,NA,146.017,E,40.5,146.02
40.498,N,138.004,E,40.5,138
40.498,N,138.994,E,40.5,138.99
40.498,N,143.013,E,40.5,143.01
40.498,N,150,E,40.5,150
40.498,N,158.998,E,40.5,159
40.498,N,179.038,E,40.5,179.04
40.499,N,138.999,E,40.5,139
40.5,NA,141.783,E,40.5,141.78
40.5,NA,141.833,E,40.5,141.83
40.5,NA,142,E,40.5,142
40.5,NA,142.333,E,40.5,142.33
40.5,NA,142.667,E,40.5,142.67
40.5,NA,143.333,E,40.5,143.33
40.5,NA,143.667,E,40.5,143.67
40.5,NA,144,E,40.5,144
40.5,NA,144.333,E,40.5,144.33
40.5,NA,144.667,E,40.5,144.67
40.5,NA,145,E,40.5,145
40.5,NA,145.983,E,40.5,145.98
40.5,NA,145.988,E,40.5,145.99
40.5,NA,146.183,E,40.5,146.18
40.5,NA,147.36,E,40.5,147.36
40.5,N,141.75,E,40.5,141.75
40.5,N,142.117,E,40.5,142.12
40.5,N,142.25,E,40.5,142.25
40.5,N,142.5,E,40.5,142.5
40.5,N,142.517,E,40.5,142.52
40.5,N,142.75,E,40.5,142.75
40.5,N,142.983,E,40.5,142.98
40.5,N,143.417,E,40.5,143.42
40.5,N,143.5,E,40.5,143.5
40.5,N,143.76,E,40.5,143.76
40.5,N,143.883,E,40.5,143.88
40.5,N,144.01,E,40.5,144.01
40.5,N,144.467,E,40.5,144.47
40.5,N,145.333,E,40.5,145.33
40.5,N,145.483,E,40.5,145.48
40.5,N,145.5,E,40.5,145.5
40.5,N,146.167,E,40.5,146.17
40.5,N,146.193,E,40.5,146.19
40.5,N,146.333,E,40.5,146.33
40.5,N,146.667,E,40.5,146.67
40.5,N,146.983,E,40.5,146.98
40.5,N,147,E,40.5,147
40.5,N,147.007,E,40.5,147.01
40.5,N,147.333,E,40.5,147.33
40.5,N,147.35,E,40.5,147.35
40.5,N,147.517,E,40.5,147.52
40.5,N,147.75,E,40.5,147.75
40.5,N,148,E,40.5,148
40.5,N,148.25,E,40.5,148.25
40.5,N,148.5,E,40.5,148.5
40.5,N,148.833,E,40.5,148.83
40.5,N,149,E,40.5,149
40.5,N,149.25,E,40.5,149.25
40.5,N,149.5,E,40.5,149.5
40.5,N,149.75,E,40.5,149.75
40.5,N,149.767,E,40.5,149.77
40.5,N,149.817,E,40.5,149.82
40.501,N,138.502,E,40.5,138.5
40.501,N,139.795,E,40.5,139.79
40.502,N,139.499,E,40.5,139.5
40.503,N,144.065,E,40.5,144.06
40.505,NA,146.009,E,40.51,146.01
40.505,N,142.975,E,40.51,142.97
40.507,N,164.993,W,40.51,-164.99
40.509,N,145.979,E,40.51,145.98
40.51,N,142.82,E,40.51,142.82
40.51,N,142.94,E,40.51,142.94
40.51,N,146,E,40.51,146
40.512,N,142.308,E,40.51,142.31
40.513,NA,145.957,E,40.51,145.96
40.517,N,142.033,E,40.52,142.03
40.517,N,143.117,E,40.52,143.12
40.517,N,145,E,40.52,145
40.517,N,145.017,E,40.52,145.02
40.517,N,145.5,E,40.52,145.5
40.517,N,145.933,E,40.52,145.93
40.517,N,146,E,40.52,146
40.517,N,146.933,E,40.52,146.93
40.517,N,146.967,E,40.52,146.97
40.517,N,147.867,E,40.52,147.87
40.517,N,149.017,E,40.52,149.02
40.517,N,149.767,E,40.52,149.77
40.517,N,150,E,40.52,150
40.52,N,143,E,40.52,143
40.52,N,143.67,E,40.52,143.67
40.53,N,141.75,E,40.53,141.75
40.53,N,142.33,E,40.53,142.33
40.53,N,144.33,E,40.53,144.33
40.53,N,145.33,E,40.53,145.33
40.533,NA,145.996,E,40.53,146
40.533,N,142.217,E,40.53,142.22
40.533,N,142.433,E,40.53,142.43
40.533,N,142.883,E,40.53,142.88
40.533,N,143,E,40.53,143
40.533,N,143.1,E,40.53,143.1
40.533,N,143.5,E,40.53,143.5
40.533,N,143.667,E,40.53,143.67
40.533,N,144,E,40.53,144
40.533,N,144.5,E,40.53,144.5
40.533,N,145,E,40.53,145
40.533,N,145.5,E,40.53,145.5
40.545,N,159.625,E,40.55,159.62
40.545,N,159.625,W,40.55,-159.62
40.547,N,159.008,E,40.55,159.01
40.548,N,142.517,E,40.55,142.52
40.55,N,142.91,E,40.55,142.91
40.551,N,141.66,E,40.55,141.66
40.551,N,146.556,E,40.55,146.56
40.552,N,150.182,E,40.55,150.18
40.558,N,175.082,E,40.56,175.08
40.559,N,141.685,E,40.56,141.69
40.565,N,151,E,40.56,151
40.566,N,141.702,E,40.57,141.7
40.568,N,146.785,E,40.57,146.78
40.578,N,155.362,E,40.58,155.36
40.579,N,141.779,E,40.58,141.78
40.582,N,141.829,E,40.58,141.83
40.583,N,141.596,E,40.58,141.6
40.583,N,142.917,E,40.58,142.92
40.584,N,141.732,E,40.58,141.73
40.588,NA,163.005,E,40.59,163
40.59,N,143.89,E,40.59,143.89
40.5908,N,145.447,E,40.59,145.45
40.593,N,141.617,E,40.59,141.62
40.597,N,145.451,E,40.6,145.45
40.6,N,145.91,E,40.6,145.91
40.6,N,154.973,E,40.6,154.97
40.601,N,141.552,E,40.6,141.55
40.603,N,144.04,E,40.6,144.04
40.605,NA,154.963,E,40.6,154.96
40.61,N,143.18,E,40.61,143.18
40.618,N,141.565,E,40.62,141.56
40.618,N,141.633,E,40.62,141.63
40.62,N,139,E,40.62,139
40.62,N,139.33,E,40.62,139.33
40.62,N,139.83,E,40.62,139.83
40.633,N,145,E,40.63,145
40.635,N,141.65,E,40.63,141.65
40.64,N,142.007,E,40.64,142.01
40.65,N,144.5,E,40.65,144.5
40.65,N,145.923,E,40.65,145.92
40.65,N,146.033,E,40.65,146.03
40.65,N,146.95,E,40.65,146.95
40.659,N,139.501,E,40.66,139.5
40.662,N,141.678,E,40.66,141.68
40.664,N,138.504,E,40.66,138.5
40.665,N,138.001,E,40.66,138
40.666,N,141.581,E,40.67,141.58
40.667,N,139.007,E,40.67,139.01
40.667,N,143.667,E,40.67,143.67
40.667,N,143.833,E,40.67,143.83
40.667,N,144.333,E,40.67,144.33
40.667,N,144.58,E,40.67,144.58
40.667,N,145.017,E,40.67,145.02
40.667,N,145.333,E,40.67,145.33
40.667,N,146,E,40.67,146
40.667,N,146.333,E,40.67,146.33
40.667,N,146.833,E,40.67,146.83
40.667,N,147.333,E,40.67,147.33
40.667,N,147.983,E,40.67,147.98
40.667,N,148.35,E,40.67,148.35
40.667,N,148.5,E,40.67,148.5
40.668,N,138.005,E,40.67,138
40.668,N,138.505,E,40.67,138.5
40.668,N,139.503,E,40.67,139.5
40.669,N,138.008,E,40.67,138.01
40.669,N,139.003,E,40.67,139
40.67,N,142,E,40.67,142
40.67,N,145.92,E,40.67,145.92
40.673,N,138.524,E,40.67,138.52
40.675,N,159.132,E,40.67,159.13
40.675,N,176.998,W,40.67,-177
40.677,N,138.983,E,40.68,138.98
40.678,N,159.003,E,40.68,159
40.68,N,145.74,E,40.68,145.74
40.683,N,145.583,E,40.68,145.58
40.683,N,146,E,40.68,146
40.683,N,146.5,E,40.68,146.5
40.683,N,163.147,E,40.68,163.15
40.687,N,163.003,E,40.69,163
40.695,N,172.962,W,40.7,-172.96
40.697,N,167.01,E,40.7,167.01
40.698,N,141.599,E,40.7,141.6
40.702,N,158.998,E,40.7,159
40.712,N,170.998,E,40.71,171
40.713,N,154.987,E,40.71,154.99
40.715,N,151.152,E,40.72,151.15
40.73,N,142.15,E,40.73,142.15
40.733,N,141.601,E,40.73,141.6
40.733,N,143,E,40.73,143
40.735,N,176.998,W,40.73,-177
40.738,N,171.003,E,40.74,171
40.742,NA,162.998,E,40.74,163
40.742,N,169.002,W,40.74,-169
40.745,N,176.985,W,40.74,-176.99
40.75,N,141.648,E,40.75,141.65
40.75,N,141.75,E,40.75,141.75
40.75,N,142.667,E,40.75,142.67
40.75,N,145.667,E,40.75,145.67
40.75,N,146,E,40.75,146
40.75,N,146.267,E,40.75,146.27
40.75,N,146.75,E,40.75,146.75
40.75,N,147,E,40.75,147
40.75,N,147.5,E,40.75,147.5
40.75,N,148.25,E,40.75,148.25
40.75,N,149,E,40.75,149
40.75,N,149.75,E,40.75,149.75
40.75,N,172.997,W,40.75,-173
40.752,N,172.995,E,40.75,173
40.752,N,176.987,E,40.75,176.99
40.757,N,177.012,W,40.76,-177.01
40.76,N,172.993,W,40.76,-172.99
40.766,N,141.613,E,40.77,141.61
40.767,N,142.317,E,40.77,142.32
40.767,N,159.008,E,40.77,159.01
40.772,N,179.013,E,40.77,179.01
40.777,N,179.005,E,40.78,179
40.778,NA,179.007,E,40.78,179.01
40.783,N,145.167,E,40.78,145.17
40.783,N,145.367,E,40.78,145.37
40.787,N,141.543,E,40.79,141.54
40.797,N,158.998,E,40.8,159
40.801,N,141.547,E,40.8,141.55
40.817,N,146.25,E,40.82,146.25
40.82,N,169.112,W,40.82,-169.11
40.83,N,145.16,E,40.83,145.16
40.83,N,146,E,40.83,146
40.833,NA,145.963,E,40.83,145.96
40.833,NA,145.993,E,40.83,145.99
40.833,N,141.483,E,40.83,141.48
40.833,N,141.5,E,40.83,141.5
40.833,N,142.25,E,40.83,142.25
40.833,N,142.483,E,40.83,142.48
40.833,N,143.317,E,40.83,143.32
40.833,N,144,E,40.83,144
40.833,N,144.5,E,40.83,144.5
40.833,N,145,E,40.83,145
40.833,N,145.5,E,40.83,145.5
40.833,N,145.867,E,40.83,145.87
40.833,N,146.5,E,40.83,146.5
40.835,N,159.028,E,40.84,159.03
40.845,N,162.698,E,40.84,162.7
40.85,N,145.317,E,40.85,145.32
40.85,N,145.567,E,40.85,145.57
40.85,N,147.667,E,40.85,147.67
40.857,NA,147,E,40.86,147
40.863,N,159.002,E,40.86,159
40.867,N,143.483,E,40.87,143.48
40.867,N,146.983,E,40.87,146.98
40.867,N,147.633,E,40.87,147.63
40.867,N,148.583,E,40.87,148.58
40.867,N,150.983,E,40.87,150.98
40.868,N,162.99,E,40.87,162.99
40.882,NA,162.857,E,40.88,162.86
40.888,NA,178.995,E,40.89,179
40.9,N,140.1,E,40.9,140.1
40.91,N,169.017,W,40.91,-169.02
40.912,N,155.537,E,40.91,155.54
40.913,N,139.837,E,40.91,139.84
40.915,N,155.01,E,40.91,155.01
40.916,N,139.849,E,40.92,139.85
40.922,NA,157.337,E,40.92,157.34
40.925,N,141.8,E,40.92,141.8
40.927,N,162.972,E,40.93,162.97
40.928,N,141.828,E,40.93,141.83
40.932,NA,162.947,E,40.93,162.95
40.933,N,146.5,E,40.93,146.5
40.95,N,141.983,E,40.95,141.98
40.95,N,145.35,E,40.95,145.35
40.952,N,176.983,W,40.95,-176.98
40.955,N,168.89,E,40.95,168.89
40.963,N,145.912,E,40.96,145.91
40.965,N,163,E,40.97,163
40.967,N,144,E,40.97,144
40.967,N,145.95,E,40.97,145.95
40.967,N,145.983,E,40.97,145.98
40.967,N,147.333,E,40.97,147.33
40.967,N,147.967,E,40.97,147.97
40.967,N,149.017,E,40.97,149.02
40.967,N,150,E,40.97,150
40.967,N,166.815,E,40.97,166.81
40.974,N,145.765,E,40.97,145.76
40.98,N,154.997,E,40.98,155
40.982,NA,145.775,E,40.98,145.78
40.983,N,142.967,E,40.98,142.97
40.983,N,144,E,40.98,144
40.983,N,144.183,E,40.98,144.18
40.983,N,144.25,E,40.98,144.25
40.983,N,144.683,E,40.98,144.68
40.983,N,144.983,E,40.98,144.98
40.983,N,145,E,40.98,145
40.983,N,145.467,E,40.98,145.47
40.983,N,145.5,E,40.98,145.5
40.983,N,145.717,E,40.98,145.72
40.983,N,145.983,E,40.98,145.98
40.983,N,146.467,E,40.98,146.47
40.983,N,146.667,E,40.98,146.67
40.983,N,147.467,E,40.98,147.47
40.983,N,147.517,E,40.98,147.52
40.983,N,147.967,E,40.98,147.97
40.983,N,148.567,E,40.98,148.57
40.983,N,156,E,40.98,156
40.985,NA,145.757,E,40.98,145.76
40.986,NA,145.771,E,40.99,145.77
40.987,N,164.95,E,40.99,164.95
40.99,N,145.76,E,40.99,145.76
40.99,N,146.49,E,40.99,146.49
40.992,N,145.72,E,40.99,145.72
40.992,N,167.265,E,40.99,167.26
40.993,N,168.992,W,40.99,-168.99
40.994,NA,145.748,E,40.99,145.75
40.995,N,175.025,E,40.99,175.03
40.996,NA,145.752,E,41,145.75
40.997,NA,145.732,E,41,145.73
40.997,NA,178.997,E,41,179
40.997,N,138.003,E,41,138
40.998,N,138.502,E,41,138.5
40.998,N,150.002,E,41,150
40.998,N,164.998,W,41,-165
40.999,N,139.998,E,41,140
41,NA,145.761,E,41,145.76
41,NA,145.773,E,41,145.77
41,NA,145.817,E,41,145.82
41,NA,146.983,E,41,146.98
41,NA,150.503,E,41,150.5
41,N,139.33,E,41,139.33
41,N,139.502,E,41,139.5
41,N,139.67,E,41,139.67
41,N,139.783,E,41,139.78
41,N,140.006,E,41,140.01
41,N,140.2,E,41,140.2
41,N,141.65,E,41,141.65
41,N,142.483,E,41,142.48
41,N,142.5,E,41,142.5
41,N,143,E,41,143
41,N,143.5,E,41,143.5
41,N,143.75,E,41,143.75
41,N,144,E,41,144
41,N,144.5,E,41,144.5
41,N,144.583,E,41,144.58
41,N,144.983,E,41,144.98
41,N,145,E,41,145
41,N,145.25,E,41,145.25
41,N,145.45,E,41,145.45
41,N,145.683,E,41,145.68
41,N,145.95,E,41,145.95
41,N,145.967,E,41,145.97
41,N,145.983,E,41,145.98
41,N,146,E,41,146
41,N,146.017,E,41,146.02
41,N,146.25,E,41,146.25
41,N,146.5,E,41,146.5
41,N,146.75,E,41,146.75
41,N,146.817,E,41,146.82
41,N,146.992,E,41,146.99
41,N,147,E,41,147
41,N,147.25,E,41,147.25
41,N,147.483,E,41,147.48
41,N,147.5,E,41,147.5
41,N,147.983,E,41,147.98
41,N,148,E,41,148
41,N,148.117,E,41,148.12
41,N,148.683,E,41,148.68
41,N,148.75,E,41,148.75
41,N,148.95,E,41,148.95
41,N,149.367,E,41,149.37
41,N,149.5,E,41,149.5
41,N,154.998,E,41,155
41,N,159.002,E,41,159
41,N,162.497,E,41,162.5
41.0009,N,150.301,E,41,150.3
41.001,N,138.999,E,41,139
41.002,N,172.998,W,41,-173
41.0027,N,145.4626,E,41,145.46
41.003,NA,145.738,E,41,145.74
41.004,NA,145.721,E,41,145.72
41.005,N,138.999,E,41.01,139
41.007,NA,145.757,E,41.01,145.76
41.01,NA,145.749,E,41.01,145.75
41.013,N,154.998,E,41.01,155
41.015,N,145.755,E,41.02,145.75
41.017,NA,145.733,E,41.02,145.73
41.017,N,142,E,41.02,142
41.017,N,142.75,E,41.02,142.75
41.017,N,142.95,E,41.02,142.95
41.017,N,142.983,E,41.02,142.98
41.017,N,143.967,E,41.02,143.97
41.017,N,144.483,E,41.02,144.48
41.017,N,145.017,E,41.02,145.02
41.017,N,147.983,E,41.02,147.98
41.017,N,148.033,E,41.02,148.03
41.017,N,149,E,41.02,149
41.017,N,150.017,E,41.02,150.02
41.033,N,143.483,E,41.03,143.48
41.033,N,144.05,E,41.03,144.05
41.033,N,145,E,41.03,145
41.033,N,146,E,41.03,146
41.033,N,150.017,E,41.03,150.02
41.042,NA,145.781,E,41.04,145.78
41.05,NA,143.33,E,41.05,143.33
41.05,N,144.533,E,41.05,144.53
41.05,N,145.017,E,41.05,145.02
41.05,N,145.283,E,41.05,145.28
41.05,N,145.5,E,41.05,145.5
41.05,N,146,E,41.05,146
41.05,N,146.667,E,41.05,146.67
41.052,N,162.888,E,41.05,162.89
41.053,N,163.002,E,41.05,163
41.053,N,167.003,E,41.05,167
41.057,N,149.902,E,41.06,149.9
41.06,NA,145.8,E,41.06,145.8
41.065,N,145.95,E,41.06,145.95
41.067,N,145.517,E,41.07,145.52
41.067,N,146.75,E,41.07,146.75
41.067,N,147.167,E,41.07,147.17
41.069,N,145.05,E,41.07,145.05
41.078,NA,145.815,E,41.08,145.81
41.083,N,149.167,E,41.08,149.17
41.09,NA,147.017,E,41.09,147.02
41.092,N,167.113,E,41.09,167.11
41.118,N,149.903,E,41.12,149.9
41.118,N,171.038,E,41.12,171.04
41.123,N,175.025,E,41.12,175.03
41.132,N,149.277,E,41.13,149.28
41.133,N,142.25,E,41.13,142.25
41.133,N,146.502,E,41.13,146.5
41.145,NA,151.088,E,41.15,151.09
41.148,N,162.988,E,41.15,162.99
41.15,N,142,E,41.15,142
41.15,N,174.95,E,41.15,174.95
41.155,N,144.427,E,41.16,144.43
41.155,N,144.615,E,41.16,144.62
41.155,N,167,E,41.16,167
41.155,N,170.993,E,41.16,170.99
41.158,N,163,E,41.16,163
41.16,N,155.012,E,41.16,155.01
41.16,N,155.012,W,41.16,-155.01
41.162,NA,160.642,E,41.16,160.64
41.165,N,143.25,E,41.16,143.25
41.165,N,164.888,E,41.16,164.89
41.167,N,146.417,E,41.17,146.42
41.168,N,163.045,E,41.17,163.04
41.168,N,171.002,E,41.17,171
41.168,N,171.127,E,41.17,171.13
41.17,N,143.252,E,41.17,143.25
41.17,N,146.5,E,41.17,146.5
41.17,N,146.56,E,41.17,146.56
41.182,N,162.997,E,41.18,163
41.183,N,143.75,E,41.18,143.75
41.183,N,146.383,E,41.18,146.38
41.187,N,178.948,E,41.19,178.95
41.2,N,163.083,E,41.2,163.08
41.205,NA,178.888,E,41.2,178.89
41.222,NA,163.082,E,41.22,163.08
41.23,NA,159.128,E,41.23,159.13
41.233,N,143,E,41.23,143
41.233,N,147.033,E,41.23,147.03
41.233,N,147.5,E,41.23,147.5
41.235,N,179.007,E,41.23,179.01
41.242,N,159,E,41.24,159
41.25,N,141.667,E,41.25,141.67
41.25,N,144.82,E,41.25,144.82
41.25,N,144.83,E,41.25,144.83
41.25,N,146.217,E,41.25,146.22
41.25,N,149.983,E,41.25,149.98
41.252,N,169.003,W,41.25,-169
41.262,N,175.04,E,41.26,175.04
41.267,N,144,E,41.27,144
41.267,N,146.75,E,41.27,146.75
41.275,N,154.993,E,41.27,154.99
41.285,N,144.18,E,41.28,144.18
41.285,N,146.382,E,41.28,146.38
41.292,N,166.998,E,41.29,167
41.293,N,144.793,E,41.29,144.79
41.2975,N,145.3059,E,41.3,145.31
41.298,N,145.301,E,41.3,145.3
41.3,N,149.717,E,41.3,149.72
41.305,N,163.142,E,41.3,163.14
41.306,N,145.299,E,41.31,145.3
41.3094,N,151.3041,E,41.31,151.3
41.317,N,143.317,E,41.32,143.32
41.317,N,143.517,E,41.32,143.52
41.317,N,145.317,E,41.32,145.32
41.317,N,146,E,41.32,146
41.317,N,146.967,E,41.32,146.97
41.317,N,147.017,E,41.32,147.02
41.323,N,138.018,E,41.32,138.02
41.328,NA,150,E,41.33,150
41.332,N,138.494,E,41.33,138.49
41.332,N,145.25,E,41.33,145.25
41.333,N,138,E,41.33,138
41.333,N,144,E,41.33,144
41.333,N,145,E,41.33,145
41.333,N,145.683,E,41.33,145.68
41.333,N,146,E,41.33,146
41.333,N,146.667,E,41.33,146.67
41.333,N,146.983,E,41.33,146.98
41.333,N,147.283,E,41.33,147.28
41.334,N,139.514,E,41.33,139.51
41.335,N,138.987,E,41.34,138.99
41.335,N,139.498,E,41.34,139.5
41.335,N,139.918,E,41.34,139.92
41.336,N,138.996,E,41.34,139
41.337,N,149.995,E,41.34,150
41.337,N,163,E,41.34,163
41.34,N,154.998,E,41.34,155
41.347,N,144.897,E,41.35,144.9
41.347,N,165.493,E,41.35,165.49
41.35,N,145.983,E,41.35,145.98
41.35,N,146.333,E,41.35,146.33
41.35,N,146.633,E,41.35,146.63
41.35,N,149.1,E,41.35,149.1
41.36,N,161.197,E,41.36,161.2
41.367,N,144.267,E,41.37,144.27
41.38,N,162.998,E,41.38,163
41.383,N,144.067,E,41.38,144.07
41.387,NA,150.588,E,41.39,150.59
41.395,NA,154.938,E,41.4,154.94
41.395,N,150.367,E,41.4,150.37
41.395,N,154.908,E,41.4,154.91
41.395,N,170.998,E,41.4,171
41.4,NA,143.553,E,41.4,143.55
41.4,N,142,E,41.4,142
41.4,N,142.417,E,41.4,142.42
41.4,N,142.95,E,41.4,142.95
41.4,N,142.983,E,41.4,142.98
41.4,N,143,E,41.4,143
41.4,N,143.983,E,41.4,143.98
41.405,N,150.288,E,41.41,150.29
41.405,N,171.125,E,41.41,171.12
41.407,N,178.992,E,41.41,178.99
41.415,N,169.013,W,41.41,-169.01
41.416,N,144.415,E,41.42,144.41
41.417,NA,151.06,E,41.42,151.06
41.417,N,141.667,E,41.42,141.67
41.417,N,142,E,41.42,142
41.417,N,142.333,E,41.42,142.33
41.417,N,142.5,E,41.42,142.5
41.417,N,142.517,E,41.42,142.52
41.417,N,142.667,E,41.42,142.67
41.417,N,143.35,E,41.42,143.35
41.417,N,143.483,E,41.42,143.48
41.417,N,143.5,E,41.42,143.5
41.417,N,143.983,E,41.42,143.98
41.417,N,144,E,41.42,144
41.417,N,144.667,E,41.42,144.67
41.417,N,145.017,E,41.42,145.02
41.417,N,145.333,E,41.42,145.33
41.417,N,146,E,41.42,146
41.417,N,161.515,E,41.42,161.51
41.43,N,141.58,E,41.43,141.58
41.43,N,142.32,E,41.43,142.32
41.43,N,142.97,E,41.43,142.97
41.43,N,143.67,E,41.43,143.67
41.43,N,144.33,E,41.43,144.33
41.43,N,145.33,E,41.43,145.33
41.433,N,142.333,E,41.43,142.33
41.433,N,143.333,E,41.43,143.33
