Latitude_org,"N,S",Longitude_org,"E,W",Latitude,Longitude
37.938,N,155.078,E,37.94,155.08
37.94,N,141.2,E,37.94,141.2
37.94,N,141.3,E,37.94,141.3
37.94,N,141.45,E,37.94,141.45
37.94,N,146.787,E,37.94,146.79
37.942,N,141.396,E,37.94,141.4
37.945,N,141.448,E,37.95,141.45
37.947,N,141.195,E,37.95,141.19
37.95,N,141.3,E,37.95,141.3
37.95,N,145.5,E,37.95,145.5
37.957,N,145.44,E,37.96,145.44
37.957,N,172.978,E,37.96,172.98
37.959,N,141.383,E,37.96,141.38
37.963,N,141.303,E,37.96,141.3
37.965,N,141.346,E,37.97,141.35
37.967,N,139.083,E,37.97,139.08
37.967,N,145,E,37.97,145
37.967,N,145.033,E,37.97,145.03
37.967,N,145.517,E,37.97,145.52
37.967,N,146.5,E,37.97,146.5
37.967,N,147.567,E,37.97,147.57
37.967,N,147.983,E,37.97,147.98
37.967,N,149,E,37.97,149
37.967,N,160.75,E,37.97,160.75
37.97,N,141.32,E,37.97,141.32
37.97,N,153.78,E,37.97,153.78
37.973,NA,147.271,E,37.97,147.27
37.974,NA,147.236,E,37.97,147.24
37.975,N,141.316,E,37.98,141.32
37.976,N,141.313,E,37.98,141.31
37.978,NA,147.234,E,37.98,147.23
37.98,NA,147.248,E,37.98,147.25
37.98,N,143.617,E,37.98,143.62
37.983,N,141.5,E,37.98,141.5
37.983,N,141.983,E,37.98,141.98
37.983,N,142,E,37.98,142
37.983,N,142.5,E,37.98,142.5
37.983,N,142.833,E,37.98,142.83
37.983,N,143,E,37.98,143
37.983,N,144.967,E,37.98,144.97
37.983,N,144.983,E,37.98,144.98
37.983,N,145,E,37.98,145
37.983,N,145.3,E,37.98,145.3
37.983,N,145.5,E,37.98,145.5
37.983,N,145.6,E,37.98,145.6
37.983,N,145.65,E,37.98,145.65
37.983,N,145.967,E,37.98,145.97
37.983,N,146,E,37.98,146
37.983,N,146.017,E,37.98,146.02
37.983,N,146.5,E,37.98,146.5
37.983,N,146.967,E,37.98,146.97
37.983,N,146.983,E,37.98,146.98
37.983,N,147,E,37.98,147
37.983,N,147.017,E,37.98,147.02
37.983,N,147.533,E,37.98,147.53
37.983,N,147.967,E,37.98,147.97
37.983,N,147.983,E,37.98,147.98
37.983,N,148,E,37.98,148
37.983,N,148.017,E,37.98,148.02
37.983,N,149,E,37.98,149
37.983,N,149.517,E,37.98,149.52
37.983,N,149.933,E,37.98,149.93
37.983,N,156.233,E,37.98,156.23
37.983,N,157,E,37.98,157
37.99,N,141.25,E,37.99,141.25
37.99,N,146.02,E,37.99,146.02
37.99,N,147.25,E,37.99,147.25
37.991,NA,142.329,E,37.99,142.33
37.991,N,134.997,E,37.99,135
37.991,N,138.006,E,37.99,138.01
37.992,NA,145.33,E,37.99,145.33
37.992,N,136.505,E,37.99,136.5
37.992,N,145.003,E,37.99,145
37.994,NA,147.27,E,37.99,147.27
37.995,NA,144.334,E,37.99,144.33
37.995,NA,146.002,E,37.99,146
37.996,NA,147.226,E,38,147.23
37.996,N,147.249,E,38,147.25
37.997,NA,143.664,E,38,143.66
37.997,NA,146.343,E,38,146.34
37.997,NA,146.686,E,38,146.69
37.997,NA,147.259,E,38,147.26
37.997,N,136.502,E,38,136.5
37.997,N,146.002,E,38,146
37.998,NA,142.998,E,38,143
37.998,N,143.006,E,38,143.01
37.999,NA,142.02,E,38,142.02
37.999,NA,142.666,E,38,142.67
37.999,NA,142.986,E,38,142.99
37.999,NA,145,E,38,145
37.999,N,135,E,38,135
37.999,N,136.004,E,38,136
37.999,N,137.502,E,38,137.5
37.999,N,137.51,E,38,137.51
37.999,N,141.834,E,38,141.83
37.999,N,142.167,E,38,142.17
38,NA,146.817,E,38,146.82
38,NA,147,E,38,147
38,NA,150,E,38,150
38,NA,160.002,E,38,160
38,N,134.249,E,38,134.25
38,N,135.026,E,38,135.03
38,N,135.748,E,38,135.75
38,N,136.971,E,38,136.97
38,N,137.001,E,38,137
38,N,137.9,E,38,137.9
38,N,137.966,E,38,137.97
38,N,137.998,E,38,138
38,N,141.08,E,38,141.08
38,N,141.25,E,38,141.25
38,N,141.5,E,38,141.5
38,N,141.835,E,38,141.84
38,N,142,E,38,142
38,N,142.15,E,38,142.15
38,N,142.483,E,38,142.48
38,N,142.5,E,38,142.5
38,N,142.55,E,38,142.55
38,N,142.817,E,38,142.82
38,N,142.83,E,38,142.83
38,N,142.835,E,38,142.84
38,N,143.167,E,38,143.17
38,N,143.25,E,38,143.25
38,N,143.67,E,38,143.67
38,N,144.02,E,38,144.02
38,N,144.5,E,38,144.5
38,N,144.983,E,38,144.98
38,N,145.067,E,38,145.07
38,N,145.083,E,38,145.08
38,N,145.5,E,38,145.5
38,N,145.95,E,38,145.95
38,N,145.967,E,38,145.97
38,N,145.983,E,38,145.98
38,N,146.017,E,38,146.02
38,N,146.5,E,38,146.5
38,N,146.517,E,38,146.52
38,N,146.815,E,38,146.81
38,N,147.017,E,38,147.02
38,N,147.149,E,38,147.15
38,N,147.24,E,38,147.24
38,N,147.42,E,38,147.42
38,N,147.5,E,38,147.5
38,N,148,E,38,148
38,N,148.007,E,38,148.01
38,N,148.5,E,38,148.5
38,N,149,E,38,149
38,N,149.433,E,38,149.43
38,N,149.5,E,38,149.5
38,N,149.95,E,38,149.95
38,N,149.967,E,38,149.97
38,N,149.983,E,38,149.98
38,N,152.517,E,38,152.52
38,N,155.5,E,38,155.5
38,N,156.5,E,38,156.5
38.001,N,139.002,E,38,139
38.001,N,141.085,E,38,141.09
38.002,N,175.002,E,38,175
38.003,NA,144.007,E,38,144.01
38.003,NA,144.67,E,38,144.67
38.003,NA,145.67,E,38,145.67
38.003,N,132.746,E,38,132.75
38.003,N,133.499,E,38,133.5
38.005,NA,147.239,E,38.01,147.24
38.00504,N,135.45791,E,38.01,135.46
38.006,NA,143.338,E,38.01,143.34
38.006,N,135.728,E,38.01,135.73
38.006,N,136.5,E,38.01,136.5
38.006,N,147.253,E,38.01,147.25
38.007,NA,147.014,E,38.01,147.01
38.01,NA,147.272,E,38.01,147.27
38.011,N,138.998,E,38.01,139
38.015,N,147.219,E,38.02,147.22
38.016,N,141.383,E,38.02,141.38
38.017,N,144.967,E,38.02,144.97
38.017,N,145,E,38.02,145
38.017,N,146,E,38.02,146
38.017,N,146.017,E,38.02,146.02
38.017,N,148,E,38.02,148
38.017,N,151,E,38.02,151
38.017,N,151.767,E,38.02,151.77
38.0196,N,147.1459,E,38.02,147.15
38.02,N,141.92,E,38.02,141.92
38.02,N,147.03,E,38.02,147.03
38.029,N,141.084,E,38.03,141.08
38.03,N,139,E,38.03,139
38.03,N,139.035,E,38.03,139.03
38.03,N,141,E,38.03,141
38.03,N,141.085,E,38.03,141.09
38.032,N,141.347,E,38.03,141.35
38.033,N,144.667,E,38.03,144.67
38.033,N,145.084,E,38.03,145.08
38.033,N,148.033,E,38.03,148.03
38.033,N,149.967,E,38.03,149.97
38.043,NA,169.878,E,38.04,169.88
38.049,N,141.298,E,38.05,141.3
38.05,N,142.07,E,38.05,142.07
38.05,N,145.417,E,38.05,145.42
38.05,N,147.983,E,38.05,147.98
38.05,N,149.16,E,38.05,149.16
38.06,N,175.003,E,38.06,175
38.065,N,141.261,E,38.06,141.26
38.067,N,145.283,E,38.07,145.28
38.07,NA,157.303,E,38.07,157.3
38.081,N,141.193,E,38.08,141.19
38.083,N,142.5,E,38.08,142.5
38.083,N,145.133,E,38.08,145.13
38.084,N,138.593,E,38.08,138.59
38.092,N,138.626,E,38.09,138.63
38.102,N,141.166,E,38.1,141.17
38.108,N,149.352,E,38.11,149.35
38.11,N,138.609,E,38.11,138.61
38.118,N,141.05,E,38.12,141.05
38.12,N,171,E,38.12,171
38.13,N,141,E,38.13,141
38.13,N,141.13,E,38.13,141.13
38.13,N,141.401,E,38.13,141.4
38.133,N,146.95,E,38.13,146.95
38.133,N,149.117,E,38.13,149.12
38.14,N,143.12,E,38.14,143.12
38.15,N,142.5,E,38.15,142.5
38.151,N,141.066,E,38.15,141.07
38.157,N,172.992,W,38.16,-172.99
38.16,N,141.39,E,38.16,141.39
38.16,N,141.42,E,38.16,141.42
38.164,N,141.431,E,38.16,141.43
38.164,N,141.515,E,38.16,141.51
38.165,N,138.682,E,38.16,138.68
38.165,N,147.008,E,38.16,147.01
38.166,N,141.145,E,38.17,141.15
38.166,N,141.432,E,38.17,141.43
38.166,N,141.435,E,38.17,141.44
38.167,N,141.833,E,38.17,141.83
38.167,N,145.583,E,38.17,145.58
38.167,N,145.833,E,38.17,145.83
38.167,N,146.333,E,38.17,146.33
38.167,N,148.317,E,38.17,148.32
38.169,N,141.202,E,38.17,141.2
38.176,N,141.431,E,38.18,141.43
38.18,N,141.01,E,38.18,141.01
38.18,N,141.21,E,38.18,141.21
38.18,N,141.22,E,38.18,141.22
38.183,N,138.75,E,38.18,138.75
38.184,N,141.106,E,38.18,141.11
38.185,N,141.373,E,38.19,141.37
38.186,N,141.211,E,38.19,141.21
38.19,N,141.43,E,38.19,141.43
38.199,N,141.321,E,38.2,141.32
38.2,N,137.57,E,38.2,137.57
38.2,N,141.21,E,38.2,141.21
38.21,N,159.01,E,38.21,159.01
38.215,N,141.227,E,38.22,141.23
38.217,N,141.225,E,38.22,141.22
38.217,N,144.983,E,38.22,144.98
38.217,N,145.333,E,38.22,145.33
38.217,N,146.033,E,38.22,146.03
38.217,N,146.517,E,38.22,146.52
38.223,N,170.97,E,38.22,170.97
38.23,N,152.01,E,38.23,152.01
38.233,N,141.133,E,38.23,141.13
38.233,N,141.233,E,38.23,141.23
38.233,N,141.333,E,38.23,141.33
38.233,N,141.433,E,38.23,141.43
38.233,N,141.533,E,38.23,141.53
38.233,N,141.983,E,38.23,141.98
38.233,N,144.467,E,38.23,144.47
38.233,N,145,E,38.23,145
38.233,N,145.467,E,38.23,145.47
38.233,N,146.017,E,38.23,146.02
38.233,N,147.5,E,38.23,147.5
38.233,N,147.533,E,38.23,147.53
38.233,N,148,E,38.23,148
38.233,N,148.983,E,38.23,148.98
38.233,N,149.517,E,38.23,149.52
38.234,N,141.223,E,38.23,141.22
38.24,N,145.25,E,38.24,145.25
38.24,N,159,E,38.24,159
38.25,N,142.49,E,38.25,142.49
38.25,N,143,E,38.25,143
38.25,N,143.483,E,38.25,143.48
38.25,N,144.467,E,38.25,144.47
38.25,N,144.99,E,38.25,144.99
38.25,N,145,E,38.25,145
38.25,N,145.5,E,38.25,145.5
38.25,N,146,E,38.25,146
38.25,N,146.517,E,38.25,146.52
38.25,N,146.983,E,38.25,146.98
38.25,N,147,E,38.25,147
38.25,N,147.033,E,38.25,147.03
38.25,N,147.533,E,38.25,147.53
38.25,N,147.983,E,38.25,147.98
38.25,N,148,E,38.25,148
38.25,N,148.533,E,38.25,148.53
38.25,N,149,E,38.25,149
38.25,N,149.45,E,38.25,149.45
38.25,N,149.5,E,38.25,149.5
38.25,N,149.967,E,38.25,149.97
38.25,N,149.983,E,38.25,149.98
38.25,N,150,E,38.25,150
38.25,N,151,E,38.25,151
38.258,N,142.833,E,38.26,142.83
38.258,N,143.409,E,38.26,143.41
38.262,N,149.895,E,38.26,149.9
38.267,N,144.983,E,38.27,144.98
38.267,N,145.5,E,38.27,145.5
38.267,N,145.567,E,38.27,145.57
38.267,N,146.383,E,38.27,146.38
38.267,N,146.467,E,38.27,146.47
38.267,N,146.967,E,38.27,146.97
38.267,N,147.45,E,38.27,147.45
38.267,N,147.5,E,38.27,147.5
38.267,N,147.983,E,38.27,147.98
38.267,N,148.483,E,38.27,148.48
38.267,N,148.5,E,38.27,148.5
38.267,N,148.983,E,38.27,148.98
38.267,N,149.017,E,38.27,149.02
38.267,N,149.5,E,38.27,149.5
38.267,N,149.983,E,38.27,149.98
38.283,N,146,E,38.28,146
38.283,N,146.083,E,38.28,146.08
38.283,N,148.983,E,38.28,148.98
38.283,N,149.967,E,38.28,149.97
38.285,N,162.875,E,38.28,162.88
38.29,N,146.01,E,38.29,146.01
38.2984,N,147.0018,E,38.3,147
38.299,N,147.009,E,38.3,147.01
38.3,N,146.55,E,38.3,146.55
38.3,N,148.017,E,38.3,148.02
38.3044,N,146.5913,E,38.3,146.59
38.31,N,142.556,E,38.31,142.56
38.317,N,141.233,E,38.32,141.23
38.317,N,141.3,E,38.32,141.3
38.317,N,141.433,E,38.32,141.43
38.327,N,142.04,E,38.33,142.04
38.333,N,141.083,E,38.33,141.08
38.333,N,141.567,E,38.33,141.57
38.333,N,145,E,38.33,145
38.333,N,146,E,38.33,146
38.333,N,169.072,W,38.33,-169.07
38.335,N,142.167,E,38.34,142.17
38.338,N,143.675,E,38.34,143.68
38.34,N,156.5,E,38.34,156.5
38.358,NA,146.247,E,38.36,146.25
38.36,N,154.97,E,38.36,154.97
38.383,N,138.433,E,38.38,138.43
38.383,N,145,E,38.38,145
38.39,N,148,E,38.39,148
38.4,N,145.983,E,38.4,145.98
38.405,N,145.306,E,38.41,145.31
38.41,N,144.5,E,38.41,144.5
38.41,N,155.12,E,38.41,155.12
38.417,N,141.567,E,38.42,141.57
38.417,N,144.95,E,38.42,144.95
38.417,N,145.017,E,38.42,145.02
38.42,N,164.997,W,38.42,-165
38.43,N,143.22,E,38.43,143.22
38.43,N,155.31,E,38.43,155.31
38.43,N,159.2,E,38.43,159.2
38.433,N,142.667,E,38.43,142.67
38.433,N,145.333,E,38.43,145.33
38.433,N,146,E,38.43,146
38.433,N,146.617,E,38.43,146.62
38.437,N,168.962,E,38.44,168.96
38.445,N,176.332,W,38.45,-176.33
38.45,N,142.517,E,38.45,142.52
38.45,N,142.983,E,38.45,142.98
38.45,N,143,E,38.45,143
38.45,N,146.917,E,38.45,146.92
38.45,N,150,E,38.45,150
38.452,N,163.018,E,38.45,163.02
38.46,N,153.2,E,38.46,153.2
38.465,N,145.963,E,38.47,145.96
38.467,N,141.833,E,38.47,141.83
38.467,N,145.017,E,38.47,145.02
38.467,N,145.75,E,38.47,145.75
38.468,N,155.02,E,38.47,155.02
38.47,N,145.38,E,38.47,145.38
38.47,N,150.55,E,38.47,150.55
38.471,NA,146.991,E,38.47,146.99
38.48,N,143.75,E,38.48,143.75
38.483,N,142.15,E,38.48,142.15
38.483,N,142.483,E,38.48,142.48
38.483,N,142.517,E,38.48,142.52
38.483,N,142.817,E,38.48,142.82
38.483,N,142.833,E,38.48,142.83
38.483,N,144.983,E,38.48,144.98
38.483,N,145.983,E,38.48,145.98
38.483,N,146.983,E,38.48,146.98
38.483,N,147.5,E,38.48,147.5
38.483,N,148.017,E,38.48,148.02
38.483,N,148.517,E,38.48,148.52
38.483,N,148.983,E,38.48,148.98
38.483,N,149.75,E,38.48,149.75
38.483,N,149.983,E,38.48,149.98
38.483,N,160.733,E,38.48,160.73
38.483,N,161,E,38.48,161
38.485,NA,146.943,E,38.48,146.94
38.488,NA,146.991,E,38.49,146.99
38.488,NA,147.02,E,38.49,147.02
38.49,N,155.5,E,38.49,155.5
38.491,N,136.507,E,38.49,136.51
38.493,N,137.004,E,38.49,137
38.493,N,144.87,E,38.49,144.87
38.495,N,155.083,E,38.49,155.08
38.495,N,157.282,E,38.49,157.28
38.495,N,176.997,W,38.49,-177
38.495834,N,147.001663,E,38.5,147
38.496,N,136.51,E,38.5,136.51
38.497,N,141.968,E,38.5,141.97
38.497,N,142.803,E,38.5,142.8
38.497,N,144.495,E,38.5,144.5
38.499,N,136.498,E,38.5,136.5
38.499,N,136.999,E,38.5,137
38.499,N,141.834,E,38.5,141.83
38.499,N,141.837,E,38.5,141.84
38.499,N,142.167,E,38.5,142.17
38.5,NA,146.48,E,38.5,146.48
38.5,NA,146.963,E,38.5,146.96
38.5,NA,146.994,E,38.5,146.99
38.5,NA,166.907,E,38.5,166.91
38.5,N,134.259,E,38.5,134.26
38.5,N,141.91,E,38.5,141.91
38.5,N,141.917,E,38.5,141.92
38.5,N,142.183,E,38.5,142.18
38.5,N,142.25,E,38.5,142.25
38.5,N,142.333,E,38.5,142.33
38.5,N,142.5,E,38.5,142.5
38.5,N,142.75,E,38.5,142.75
38.5,N,142.817,E,38.5,142.82
38.5,N,142.833,E,38.5,142.83
38.5,N,142.835,E,38.5,142.84
38.5,N,142.917,E,38.5,142.92
38.5,N,143,E,38.5,143
38.5,N,143.15,E,38.5,143.15
38.5,N,143.167,E,38.5,143.17
38.5,N,143.183,E,38.5,143.18
38.5,N,143.5,E,38.5,143.5
38.5,N,143.533,E,38.5,143.53
38.5,N,143.67,E,38.5,143.67
38.5,N,144.017,E,38.5,144.02
38.5,N,144.983,E,38.5,144.98
38.5,N,145,E,38.5,145
38.5,N,145.25,E,38.5,145.25
38.5,N,145.317,E,38.5,145.32
38.5,N,145.333,E,38.5,145.33
38.5,N,145.5,E,38.5,145.5
38.5,N,145.733,E,38.5,145.73
38.5,N,145.75,E,38.5,145.75
38.5,N,145.983,E,38.5,145.98
38.5,N,145.99,E,38.5,145.99
38.5,N,146,E,38.5,146
38.5,N,146.01,E,38.5,146.01
38.5,N,146.017,E,38.5,146.02
38.5,N,146.15,E,38.5,146.15
38.5,N,146.333,E,38.5,146.33
38.5,N,146.5,E,38.5,146.5
38.5,N,146.667,E,38.5,146.67
38.5,N,146.983,E,38.5,146.98
38.5,N,147.233,E,38.5,147.23
38.5,N,147.25,E,38.5,147.25
38.5,N,147.5,E,38.5,147.5
38.5,N,147.767,E,38.5,147.77
38.5,N,148,E,38.5,148
38.5,N,148.01,E,38.5,148.01
38.5,N,148.25,E,38.5,148.25
38.5,N,148.75,E,38.5,148.75
38.5,N,149,E,38.5,149
38.5,N,149.5,E,38.5,149.5
38.5,N,149.65,E,38.5,149.65
38.5,N,150,E,38.5,150
38.5,N,150.017,E,38.5,150.02
38.5,N,150.868,E,38.5,150.87
38.5,N,152,E,38.5,152
38.5,N,153.8,E,38.5,153.8
38.501,NA,146.973,E,38.5,146.97
38.501,N,137.502,E,38.5,137.5
38.501,N,138.001,E,38.5,138
38.501,N,138.499,E,38.5,138.5
38.501,N,139.002,E,38.5,139
38.501,N,139.368,E,38.5,139.37
38.502,N,133.507,E,38.5,133.51
38.502,N,139.359,E,38.5,139.36
38.502,N,165,W,38.5,-165
38.503,N,137.989,E,38.5,137.99
38.503,N,143.717,E,38.5,143.72
38.505,N,136.517,E,38.51,136.52
38.505,N,147.013,E,38.51,147.01
38.505,N,172.99,E,38.51,172.99
38.507,N,143.68,E,38.51,143.68
38.507,N,176.992,E,38.51,176.99
38.508,N,142.807,E,38.51,142.81
38.51,N,142.74,E,38.51,142.74
38.51,N,142.778,E,38.51,142.78
38.51,N,147.06,E,38.51,147.06
38.51,N,163,E,38.51,163
38.51,N,177.02,W,38.51,-177.02
38.513,NA,147.042,E,38.51,147.04
38.513,N,137.501,E,38.51,137.5
38.515,N,141.935,E,38.52,141.94
38.517,N,142.117,E,38.52,142.12
38.517,N,145,E,38.52,145
38.517,N,145.317,E,38.52,145.32
38.517,N,146.75,E,38.52,146.75
38.517,N,147,E,38.52,147
38.517,N,158.995,E,38.52,159
38.517,N,166.358,E,38.52,166.36
38.517,N,179.022,E,38.52,179.02
38.52,N,144.58,E,38.52,144.58
38.53,N,138.18,E,38.53,138.18
38.53,N,143.75,E,38.53,143.75
38.533,N,145.967,E,38.53,145.97
38.533,N,146.967,E,38.53,146.97
38.542,N,141.567,E,38.54,141.57
38.55,N,145.367,E,38.55,145.37
38.55,N,145.4,E,38.55,145.4
38.56,N,153.82,E,38.56,153.82
38.565,N,158.975,E,38.56,158.97
38.567,N,148.067,E,38.57,148.07
38.57,NA,146.98,E,38.57,146.98
38.57,N,159.005,E,38.57,159
38.578,N,159,E,38.58,159
38.578,N,172.957,W,38.58,-172.96
38.58,N,142.22,E,38.58,142.22
38.58,N,156.8,E,38.58,156.8
38.582,N,145.448,E,38.58,145.45
38.5822,N,146.4592,E,38.58,146.46
38.583,N,148.75,E,38.58,148.75
38.59,N,143.21,E,38.59,143.21
38.593,N,158.755,E,38.59,158.75
38.5978,N,146.4507,E,38.6,146.45
38.6,N,143.07,E,38.6,143.07
38.6,N,148.75,E,38.6,148.75
38.608,N,164.983,W,38.61,-164.98
38.61,N,159.137,E,38.61,159.14
38.617,N,142.317,E,38.62,142.32
38.633,N,142.5,E,38.63,142.5
38.633,N,142.767,E,38.63,142.77
38.64,N,146.18,E,38.64,146.18
38.643,N,154.827,E,38.64,154.83
38.643,N,154.827,W,38.64,-154.83
38.65,N,143.017,E,38.65,143.02
38.652,NA,162.887,E,38.65,162.89
38.655,N,162.998,E,38.66,163
38.66,N,146.4,E,38.66,146.4
38.663,N,139.502,E,38.66,139.5
38.666,N,137.5,E,38.67,137.5
38.666,N,138.997,E,38.67,139
38.666,N,139.013,E,38.67,139.01
38.666,N,139.477,E,38.67,139.48
38.667,N,138.005,E,38.67,138
38.667,N,138.485,E,38.67,138.49
38.667,N,139.472,E,38.67,139.47
38.667,N,141.7,E,38.67,141.7
38.667,N,142.383,E,38.67,142.38
38.667,N,142.5,E,38.67,142.5
38.667,N,143,E,38.67,143
38.667,N,143.5,E,38.67,143.5
38.667,N,144,E,38.67,144
38.667,N,144.5,E,38.67,144.5
38.667,N,145,E,38.67,145
38.667,N,145.333,E,38.67,145.33
38.667,N,145.5,E,38.67,145.5
38.667,N,145.833,E,38.67,145.83
38.667,N,146,E,38.67,146
38.667,N,146.333,E,38.67,146.33
38.668,N,138.515,E,38.67,138.51
38.674,N,136.991,E,38.67,136.99
38.675,N,139.505,E,38.67,139.5
38.681,NA,142.485,E,38.68,142.49
38.681,N,137.013,E,38.68,137.01
38.683,N,144,E,38.68,144
38.688,N,159.497,E,38.69,159.5
38.688,N,159.497,W,38.69,-159.5
38.7,N,142.75,E,38.7,142.75
38.71,N,145.98,E,38.71,145.98
38.71,N,148,E,38.71,148
38.717,N,142.5,E,38.72,142.5
38.717,N,145.717,E,38.72,145.72
38.725,NA,178.965,E,38.73,178.97
38.727,N,176.89,W,38.73,-176.89
38.73,N,137.85,E,38.73,137.85
38.73,N,153.15,E,38.73,153.15
38.733,N,143.233,E,38.73,143.23
38.733,N,145,E,38.73,145
38.735,NA,155.025,E,38.73,155.03
38.735,N,174.983,E,38.73,174.98
38.74,N,146,E,38.74,146
38.74,N,155.02,E,38.74,155.02
38.743,N,175.002,E,38.74,175
38.743,N,168.987,W,38.74,-168.99
38.747,N,162.997,E,38.75,163
38.748,N,146.288,E,38.75,146.29
38.75,N,142.5,E,38.75,142.5
38.75,N,143,E,38.75,143
38.75,N,145,E,38.75,145
38.75,N,150.83,E,38.75,150.83
38.757,N,172.987,W,38.76,-172.99
38.783,N,139.683,E,38.78,139.68
38.783,N,145.417,E,38.78,145.42
38.8,N,142.667,E,38.8,142.67
38.802,N,155,E,38.8,155
38.813,N,164.995,W,38.81,-165
38.817,N,142,E,38.82,142
38.817,N,142.483,E,38.82,142.48
38.817,N,146.617,E,38.82,146.62
38.817,N,146.917,E,38.82,146.92
38.83,N,147,E,38.83,147
38.832,NA,175.025,E,38.83,175.03
38.833,N,142.168,E,38.83,142.17
38.833,N,142.583,E,38.83,142.58
38.833,N,143,E,38.83,143
38.833,N,178.998,E,38.83,179
38.834,N,141.833,E,38.83,141.83
38.834,N,141.835,E,38.83,141.84
38.834,N,142.5,E,38.83,142.5
38.85,N,146.4,E,38.85,146.4
38.85,N,147.7,E,38.85,147.7
38.86,N,150.97,E,38.86,150.97
38.867,N,145.983,E,38.87,145.98
38.867,N,146.45,E,38.87,146.45
38.88,NA,151.047,E,38.88,151.05
38.883,N,142.667,E,38.88,142.67
38.9,NA,154.967,E,38.9,154.97
38.9,N,142.983,E,38.9,142.98
38.9,N,149.95,E,38.9,149.95
38.903,N,154.977,E,38.9,154.98
38.91,N,153.13,E,38.91,153.13
38.917,N,142.35,E,38.92,142.35
38.917,N,143.317,E,38.92,143.32
38.923,NA,162.927,E,38.92,162.93
38.93,N,141.73,E,38.93,141.73
38.93,N,142.8,E,38.93,142.8
38.933,N,149.5,E,38.93,149.5
38.938,N,142.687,E,38.94,142.69
38.943,N,143.975,E,38.94,143.97
38.948,N,149.997,E,38.95,150
38.95,N,142.35,E,38.95,142.35
38.95,N,142.417,E,38.95,142.42
38.95,N,143,E,38.95,143
38.95,N,144.967,E,38.95,144.97
38.95,N,145,E,38.95,145
38.95,N,145.167,E,38.95,145.17
38.95,N,145.867,E,38.95,145.87
38.95,N,146.05,E,38.95,146.05
38.95,N,148.35,E,38.95,148.35
38.95,N,149.5,E,38.95,149.5
38.95,N,158,E,38.95,158
38.952,N,143.7,E,38.95,143.7
38.96,N,146.97,E,38.96,146.97
38.967,N,142.8,E,38.97,142.8
38.967,N,142.85,E,38.97,142.85
38.967,N,144,E,38.97,144
38.967,N,145,E,38.97,145
38.967,N,145.033,E,38.97,145.03
38.967,N,145.3,E,38.97,145.3
38.967,N,145.417,E,38.97,145.42
38.967,N,145.5,E,38.97,145.5
38.967,N,146,E,38.97,146
38.967,N,146.017,E,38.97,146.02
38.967,N,147.917,E,38.97,147.92
38.967,N,148,E,38.97,148
38.971,N,146.553,E,38.97,146.55
38.98,N,146.08,E,38.98,146.08
38.983,N,142.15,E,38.98,142.15
38.983,N,142.5,E,38.98,142.5
38.983,N,142.517,E,38.98,142.52
38.983,N,142.85,E,38.98,142.85
38.983,N,142.983,E,38.98,142.98
38.983,N,143.317,E,38.98,143.32
38.983,N,144,E,38.98,144
38.983,N,144.95,E,38.98,144.95
38.983,N,144.983,E,38.98,144.98
38.983,N,145,E,38.98,145
38.983,N,145.017,E,38.98,145.02
38.983,N,145.317,E,38.98,145.32
38.983,N,145.433,E,38.98,145.43
38.983,N,145.967,E,38.98,145.97
38.983,N,145.983,E,38.98,145.98
38.983,N,146,E,38.98,146
38.983,N,146.017,E,38.98,146.02
38.983,N,146.967,E,38.98,146.97
38.983,N,146.983,E,38.98,146.98
38.983,N,147,E,38.98,147
38.983,N,147.017,E,38.98,147.02
38.983,N,147.983,E,38.98,147.98
38.983,N,148,E,38.98,148
38.983,N,149,E,38.98,149
38.983,N,149.667,E,38.98,149.67
38.983,N,149.983,E,38.98,149.98
38.983,N,150,E,38.98,150
38.983,N,150.033,E,38.98,150.03
38.988,NA,146.741,E,38.99,146.74
38.988,NA,157.395,E,38.99,157.4
38.99,N,145.99,E,38.99,145.99
38.993,N,142.155,E,38.99,142.16
38.994,NA,146.78,E,38.99,146.78
38.997,NA,146.75,E,39,146.75
38.997,N,138.496,E,39,138.5
38.998,N,173.002,W,39,-173
38.999,N,138.001,E,39,138
38.999,N,144.502,E,39,144.5
39,NA,146.133,E,39,146.13
39,NA,146.137,E,39,146.14
39,NA,147.267,E,39,147.27
39,N,137,E,39,137
39,N,137.511,E,39,137.51
39,N,142,E,39,142
39,N,142.167,E,39,142.17
39,N,142.25,E,39,142.25
39,N,142.467,E,39,142.47
39,N,142.483,E,39,142.48
39,N,142.5,E,39,142.5
39,N,142.767,E,39,142.77
39,N,142.783,E,39,142.78
39,N,142.817,E,39,142.82
39,N,142.833,E,39,142.83
39,N,142.983,E,39,142.98
39,N,142.99,E,39,142.99
39,N,143,E,39,143
39,N,143.167,E,39,143.17
39,N,143.5,E,39,143.5
39,N,143.95,E,39,143.95
39,N,144,E,39,144
39,N,144.483,E,39,144.48
39,N,144.95,E,39,144.95
39,N,144.983,E,39,144.98
39,N,145,E,39,145
39,N,145.01,E,39,145.01
39,N,145.017,E,39,145.02
39,N,145.25,E,39,145.25
39,N,145.483,E,39,145.48
39,N,145.5,E,39,145.5
39,N,145.75,E,39,145.75
39,N,145.833,E,39,145.83
39,N,145.967,E,39,145.97
39,N,145.983,E,39,145.98
39,N,146,E,39,146
39,N,146.01,E,39,146.01
39,N,146.033,E,39,146.03
